ID		from		to
1528	;	4295870063	;	4295869244
1529	;	4295870063	;	4295881132
1530	;	4295870063	;	4295866480
1531	;	4295870063	;	4295903472
1532	;	4295870063	;	4295903504
1533	;	4295870063	;	4295869354
1534	;	4295870063	;	4298065499
1535	;	4295870063	;	4295869214
1536	;	4295870063	;	4295882451
1537	;	4295870063	;	4295906830
1538	;	4295870063	;	4295871887
1539	;	5044095778	;	5064690523
1540	;	4295884647	;	4297185631
1541	;	4295896316	;	4295866751
1542	;	4295896316	;	4295904051
1543	;	4295896316	;	5000264644
1544	;	4295896316	;	5035546723
1545	;	4295896316	;	4295895044
1546	;	4295896316	;	4295894770
1547	;	4295868520	;	4297289967
1548	;	4295868520	;	4295914055
1549	;	4295868520	;	4295904511
1550	;	4295868520	;	4295933384
1551	;	4295868520	;	5001210278
1552	;	4295868520	;	4296642676
1553	;	4297561123	;	4295890628
1554	;	4297561123	;	4295890743
1555	;	4297561123	;	4297266026
1556	;	4297561123	;	4295889865
1557	;	4297561123	;	5046390586
1558	;	4297561123	;	5000068326
1559	;	4297561123	;	8589934305
1560	;	4297561123	;	4295870332
1561	;	4297561123	;	4295859577
1562	;	4297561123	;	8589934254
1563	;	4297561123	;	4297678825
1564	;	4297561123	;	8589934333
1565	;	4297561123	;	4296094930
1566	;	4295897705	;	4296021020
1567	;	4295897705	;	4295895741
1568	;	4295897705	;	4295902158
1569	;	4295897705	;	4298159870
1570	;	5052542368	;	4296285504
1571	;	4295894669	;	4295906449
1572	;	4295894669	;	4295868725
1573	;	4295894669	;	4295904620
1574	;	4295894789	;	4295860642
1575	;	4295894789	;	4295904982
1576	;	4295894789	;	5044022434
1577	;	4295894789	;	4296695796
1578	;	4295894789	;	5060785538
1579	;	4295894789	;	4295900476
1580	;	5037143593	;	5035918635
1581	;	5037143593	;	5042212888
1582	;	5037143593	;	4296121468
1583	;	5037143593	;	4295904499
1584	;	5037143593	;	5035757224
1585	;	4295867170	;	4296913437
1586	;	4295867170	;	4295890532
1587	;	4295867170	;	4296834506
1588	;	4295867170	;	5001391796
1589	;	4295867170	;	4295867209
1590	;	4295869167	;	5052124001
1591	;	4295869167	;	4295867565
1592	;	4295869167	;	5036796635
1593	;	4295869167	;	5067946946
1594	;	4295866401	;	4295860645
1595	;	4295866401	;	4295876311
1596	;	4295884728	;	4295903204
1597	;	4295884728	;	4295884730
1598	;	4295884728	;	5039194008
1599	;	4295884844	;	4295899448
1600	;	4295890664	;	4295902251
1601	;	4295890664	;	4295895815
1602	;	4295890664	;	5041064571
1603	;	4295870205	;	5000537932
1604	;	4295870205	;	4295871263
1605	;	4295895043	;	4295902520
1606	;	4295895043	;	5000051230
1607	;	4295895043	;	4295905494
1608	;	4295895043	;	4297215416
1609	;	4295895043	;	4295902987
1610	;	4295895043	;	4297539270
1611	;	4295895043	;	4295913863
1612	;	4295895043	;	5000021791
1613	;	4295895043	;	4297615809
1614	;	4295895043	;	5045870012
1615	;	4295895043	;	5037473967
1616	;	4295895043	;	8589934339
1617	;	4295895043	;	4295911963
1618	;	4295895043	;	4295860600
1619	;	4295895043	;	5000272337
1620	;	4295895043	;	5036373812
1621	;	4295895043	;	4295899948
1622	;	4295895043	;	4295906629
1623	;	4295895043	;	5000046943
1624	;	4295895043	;	5036653793
1625	;	4295895043	;	4295900348
1626	;	4295895043	;	5000608673
1627	;	4295895043	;	4295905298
1628	;	4295895043	;	4295915491
1629	;	4295895043	;	5001437821
1630	;	4295895043	;	4296098618
1631	;	4295895043	;	4295904051
1632	;	4295895043	;	4295873612
1633	;	4295895043	;	4297297477
1634	;	4295895043	;	4296381247
1635	;	4295895043	;	4295905068
1636	;	4295895043	;	4295902158
1637	;	4295895043	;	5050279337
1638	;	4295875430	;	4295884955
1639	;	4295875430	;	4295903076
1640	;	4295875430	;	4296562349
1641	;	4295875430	;	5035414782
1642	;	4295875430	;	4295887083
1643	;	4295875430	;	4297630974
1644	;	4295875430	;	4295875863
1645	;	4295875430	;	5019356507
1646	;	4295875430	;	5040050265
1647	;	5057771033	;	4295882451
1648	;	5057771033	;	4295863892
1649	;	5057771033	;	5000074393
1650	;	5057771033	;	5066628109
1651	;	8589934254	;	4298305589
1652	;	4295890536	;	4295905952
1653	;	4295890536	;	5038054958
1654	;	4295890536	;	4295907168
1655	;	4295890536	;	4295905494
1656	;	4295890536	;	4296923885
1657	;	4295890536	;	4296841975
1658	;	4298007752	;	5064690523
1659	;	5000030891	;	5066596648
1660	;	5000030891	;	4295905466
1661	;	5000030891	;	4295894341
1662	;	5000030891	;	4296048186
1663	;	5000030891	;	4296239710
1664	;	5000030891	;	4295913751
1665	;	5000030891	;	4297927666
1666	;	5000030891	;	4296948764
1667	;	5000030891	;	4295897363
1668	;	5000030891	;	4295890628
1669	;	5000030891	;	4295858844
1670	;	5000030891	;	4298009606
1671	;	5000030891	;	5024531493
1672	;	5000030891	;	4297271351
1673	;	5000030891	;	4295903284
1674	;	5000030891	;	5000405369
1675	;	5000030891	;	4295909059
1676	;	5000030891	;	5057737104
1677	;	5000030891	;	4296177203
1678	;	5000030891	;	5067952090
1679	;	5000030891	;	4295902506
1680	;	5000030891	;	4295866092
1681	;	5000030891	;	5065299013
1682	;	5000030891	;	4295907634
1683	;	5000030891	;	4295915699
1684	;	4295867384	;	4295903247
1685	;	4295867384	;	4295866862
1686	;	4295867384	;	4295868420
1687	;	4295868979	;	4295894740
1688	;	4295868979	;	4296627232
1689	;	4295868979	;	4296676381
1690	;	4295868979	;	5038068388
1691	;	4295868979	;	4295862533
1692	;	4295868979	;	4295897579
1693	;	4295868979	;	4295894987
1694	;	4295868979	;	4295904557
1695	;	4295868979	;	4295903799
1696	;	4295868979	;	4295874870
1697	;	4295868979	;	4295885039
1698	;	4295890400	;	4295875673
1699	;	4295890400	;	5000013139
1700	;	4295890400	;	4297272438
1701	;	4295866862	;	4295867165
1702	;	4295866862	;	4295868463
1703	;	4295866862	;	4296420646
1704	;	4295895044	;	5000799571
1705	;	4295895044	;	4297040159
1706	;	4295895044	;	4296373211
1707	;	4295895044	;	4295895258
1708	;	4295895044	;	4295894740
1709	;	4295895044	;	5000511551
1710	;	4295895044	;	4295907168
1711	;	4295895044	;	4296298229
1712	;	4295895044	;	4295901963
1713	;	4295895044	;	4295895205
1714	;	4295895717	;	4295903076
1715	;	4295895717	;	4296449856
1716	;	4295895717	;	4295884955
1717	;	4295895717	;	4295899395
1718	;	4295895717	;	4297547964
1719	;	4295895717	;	5000001291
1720	;	4295895717	;	5033562382
1721	;	4295895717	;	4298073233
1722	;	4295895717	;	5042944369
1723	;	4295895717	;	5000866274
1724	;	5047641169	;	4295884955
1725	;	5047641169	;	4295894743
1726	;	5047641169	;	4295903076
1727	;	4295869098	;	4295903741
1728	;	4295869098	;	5046048089
1729	;	4295869098	;	4295857055
1730	;	4295869098	;	4297225165
1731	;	4295869098	;	4295904722
1732	;	4295869098	;	5000661021
1733	;	4295869098	;	4295908317
1734	;	4295869098	;	4298068040
1735	;	4295869098	;	5046395563
1736	;	4295869098	;	4295912660
1737	;	4295869098	;	5037365094
1738	;	4295869098	;	4295904886
1739	;	4295869098	;	4295902841
1740	;	4295869098	;	4295906807
1741	;	4295869098	;	4297278257
1742	;	4295869098	;	5048024352
1743	;	4295869098	;	4297793633
1744	;	4295866538	;	4295918450
1745	;	4295866538	;	4295862460
1746	;	4295866538	;	4295872611
1747	;	4295866538	;	4295890178
1748	;	4295866538	;	4295884288
1749	;	4295866538	;	4295884859
1750	;	4295866538	;	5000314440
1751	;	4295866538	;	4295858721
1752	;	4295866538	;	4295884321
1753	;	4295866538	;	4295962058
1754	;	4295866538	;	5035730239
1755	;	4295866538	;	4296466265
1756	;	4295866538	;	5035422320
1757	;	4295866538	;	4295890254
1758	;	4295866538	;	4295861243
1759	;	4295866538	;	4295872623
1760	;	4295866538	;	4296497965
1761	;	4295866538	;	4295887092
1762	;	4295866538	;	4295861540
1763	;	4295866538	;	5000030092
1764	;	4295866538	;	5034844193
1765	;	4295866538	;	4296951986
1766	;	4295866538	;	4296913371
1767	;	4295866538	;	5000680007
1768	;	4295866538	;	4297987722
1769	;	4295866538	;	4295859841
1770	;	4295867411	;	4298156208
1771	;	4295867411	;	4295869236
1772	;	4295867411	;	5040041796
1773	;	4295867411	;	4295894996
1774	;	4295867411	;	5036885538
1775	;	4295882985	;	4295890008
1776	;	4295882985	;	5000062703
1777	;	4295882985	;	4295915175
1778	;	4295882985	;	4295910738
1779	;	4295869785	;	5000456188
1780	;	4295869785	;	4295890628
1781	;	4295869785	;	4295905897
1782	;	4295869785	;	4295911051
1783	;	4295869785	;	4297203470
1784	;	4295869785	;	4295876951
1785	;	4295897683	;	4295905494
1786	;	4295897683	;	5041081550
1787	;	4295897683	;	5000799571
1788	;	4295897683	;	5035313833
1789	;	4295897683	;	5076101034
1790	;	4295897683	;	4295905495
1791	;	4295868681	;	4295884955
1792	;	4295868681	;	4296449856
1793	;	4295868681	;	4295903076
1794	;	4295868681	;	5050710924
1795	;	4295868681	;	4295860745
1796	;	4295868681	;	4297547964
1797	;	4295868681	;	4295875577
1798	;	4295868681	;	4295870111
1799	;	4295868681	;	4295905180
1800	;	4295868681	;	4295903128
1801	;	4295894468	;	4295903098
1802	;	4295894468	;	4296777832
1803	;	4295894468	;	4295964354
1804	;	4295894468	;	4295894149
1805	;	4295894468	;	4295900625
1806	;	4295889554	;	4295856055
1807	;	4295889554	;	4295889563
1808	;	4295889554	;	4295912846
1809	;	4295889554	;	5044623340
1810	;	4295889554	;	4296392574
1811	;	4295889554	;	4295866806
1812	;	4295889554	;	5037316356
1813	;	4295889554	;	5028044000
1814	;	4295885559	;	5059974787
1815	;	4295885559	;	4295885039
1816	;	4295885559	;	4295889602
1817	;	4295885559	;	5052137767
1818	;	4295885559	;	4295875443
1819	;	4295885559	;	4298292480
1820	;	4295885559	;	4298484799
1821	;	4295885559	;	5063718703
1822	;	4295885559	;	5036348172
1823	;	4295885559	;	4295880552
1824	;	4295885559	;	5009425452
1825	;	4295866391	;	4295868979
1826	;	4295866391	;	4295866970
1827	;	4295866391	;	4297794508
1828	;	4295866391	;	4295887850
1829	;	4295866391	;	4298412276
1830	;	4295866391	;	5046707555
1831	;	4295866391	;	4298464085
1832	;	4295866391	;	4296350858
1833	;	4295866391	;	4296820812
1834	;	4295890634	;	4295908005
1835	;	4295890634	;	4295890085
1836	;	4295890634	;	4295890628
1837	;	4295890634	;	4295904499
1838	;	4295890634	;	5037639494
1839	;	4295890634	;	4296592433
1840	;	4295895761	;	4296422658
1841	;	4295866480	;	4295905573
1842	;	4295866480	;	4295904853
1843	;	4295866480	;	4295873022
1844	;	4295866480	;	4295871523
1845	;	4295866480	;	4295902939
1846	;	4295866480	;	4295870332
1847	;	4295866480	;	4296309931
1848	;	4295866480	;	4295874580
1849	;	4295866480	;	4295880577
1850	;	4295866480	;	4295877094
1851	;	4295866480	;	4295885638
1852	;	4295866480	;	4295911976
1853	;	4295866480	;	4295890973
1854	;	4295866480	;	4295888179
1855	;	4295866480	;	4295900188
1856	;	4295866480	;	5000062703
1857	;	4295866480	;	4295896661
1858	;	4295866480	;	5034172240
1859	;	4295866480	;	4295890035
1860	;	4295866480	;	4295890008
1861	;	4295866480	;	4295890327
1862	;	4295866480	;	4295873443
1863	;	4295866480	;	5000004652
1864	;	4295866480	;	4296805755
1865	;	4295866480	;	5000040066
1866	;	4295866480	;	4296325663
1867	;	4295866480	;	4295862965
1868	;	4295866480	;	5038056692
1869	;	4295866480	;	4295878634
1870	;	4295866480	;	4295882451
1871	;	4295866480	;	4297216679
1872	;	4295866480	;	5000708211
1873	;	4295866480	;	4295866221
1874	;	4295866480	;	5000038554
1875	;	4295866480	;	5000052904
1876	;	4295866480	;	4295887317
1877	;	4295866480	;	5036194485
1878	;	4295866480	;	4295886593
1879	;	4295866480	;	4295888098
1880	;	4295866480	;	5036762483
1881	;	4295866480	;	5073356610
1882	;	4295866480	;	4296976162
1883	;	4295866480	;	4295861769
1884	;	4295866480	;	4297366065
1885	;	4295866480	;	4295895409
1886	;	4295866480	;	4295871939
1887	;	4295866480	;	4295890615
1888	;	4295866480	;	5000845262
1889	;	4295866480	;	4298296136
1890	;	4295866480	;	4295890996
1891	;	4295866480	;	4295866302
1892	;	4295866480	;	4295860149
1893	;	4295866480	;	5057443242
1894	;	4295866480	;	5069404364
1895	;	4295866480	;	4295861231
1896	;	4295866480	;	5000944028
1897	;	4295866480	;	4295908504
1898	;	4295866480	;	5052536735
1899	;	4295866480	;	4295856053
1900	;	4295866480	;	4295890323
1901	;	4295866480	;	4295880996
1902	;	4295866480	;	4297821411
1903	;	4295866480	;	4298146400
1904	;	4295866480	;	5001435979
1905	;	4295866480	;	4295869227
1906	;	4295866480	;	4295865537
1907	;	4295866480	;	4295903068
1908	;	4295866480	;	4295868464
1909	;	4295866480	;	4295862174
1910	;	4295866480	;	5001057925
1911	;	4295866480	;	4297398343
1912	;	4295866480	;	5066572571
1913	;	4295866480	;	4295884344
1914	;	4295866480	;	5000432721
1915	;	4295866480	;	5009967453
1916	;	4295866480	;	5037852371
1917	;	4295866480	;	4298111679
1918	;	4295866480	;	4295892925
1919	;	4295866480	;	4295905181
1920	;	4295866480	;	4295912041
1921	;	4295866480	;	4297832422
1922	;	4295866480	;	4295890372
1923	;	4295866480	;	4295859831
1924	;	4295866480	;	4295868416
1925	;	4295866480	;	5066542386
1926	;	4295866480	;	4297883520
1927	;	4295866480	;	4296215039
1928	;	4295866480	;	4295859972
1929	;	4295866480	;	4297613688
1930	;	4295866480	;	4295884284
1931	;	4295866480	;	4295869354
1932	;	4295866480	;	4298009849
1933	;	4295866480	;	4295906251
1934	;	4295866480	;	4295880116
1935	;	4295866480	;	4297152460
1936	;	4295866480	;	4297904822
1937	;	4295866480	;	4295893512
1938	;	4295866480	;	4295889572
1939	;	4295866480	;	4298008742
1940	;	4295866480	;	4295913863
1941	;	4295866480	;	5001304061
1942	;	4295866480	;	5000013787
1943	;	4295866480	;	5051609461
1944	;	4295866480	;	4295893486
1945	;	4295866480	;	4295857989
1946	;	4295866480	;	4296665734
1947	;	4295866480	;	4295867927
1948	;	4295866480	;	4295885689
1949	;	4295866480	;	5040697970
1950	;	4295866480	;	4295869238
1951	;	4295866480	;	4295903388
1952	;	4295866480	;	5016827759
1953	;	4295866480	;	4296340513
1954	;	4295866480	;	5000070839
1955	;	4295866480	;	4295864094
1956	;	4295866480	;	4295866458
1957	;	4295866480	;	4298084928
1958	;	4295866480	;	5000935285
1959	;	4295866480	;	5037349206
1960	;	4295866480	;	5000187411
1961	;	4295866480	;	4297275204
1962	;	4295866480	;	4296670182
1963	;	4295866480	;	4295885015
1964	;	4295866480	;	4295904966
1965	;	4295866480	;	4295873455
1966	;	4295866480	;	4295859051
1967	;	4295866480	;	4295908309
1968	;	4295866480	;	4296367941
1969	;	4295866480	;	5074238144
1970	;	4295866480	;	4296021200
1971	;	4295866480	;	4295900491
1972	;	4295866480	;	5073147049
1973	;	4295866480	;	4298234176
1974	;	4295866480	;	4295899948
1975	;	4295866480	;	4298031452
1976	;	4295866480	;	5036426400
1977	;	4295866480	;	4298538029
1978	;	4295866480	;	4295882785
1979	;	4295866480	;	5035887739
1980	;	4295866480	;	4295885879
1981	;	4295866480	;	4295859396
1982	;	4295866480	;	4296813461
1983	;	4295866480	;	4295857009
1984	;	4295866480	;	4298199662
1985	;	4295866480	;	4297704074
1986	;	4295866480	;	4298361946
1987	;	4295866480	;	4295869083
1988	;	4295866480	;	4295869694
1989	;	4295866480	;	5040056978
1990	;	4295866480	;	4296603506
1991	;	4295866480	;	4298159750
1992	;	4295866480	;	5000445691
1993	;	4295866480	;	4295865240
1994	;	4295866480	;	4295905494
1995	;	4295866480	;	5061332840
1996	;	4295866480	;	4295875799
1997	;	4295866480	;	5000044825
1998	;	4295866480	;	4295886226
1999	;	4295866480	;	4295893064
2000	;	4295866480	;	4298521106
2001	;	4295866480	;	4295866940
2002	;	4295866480	;	4297847432
2003	;	4295866480	;	5000091323
2004	;	4295866480	;	5030853586
2005	;	4295866480	;	5000448942
2006	;	4295866480	;	4295907858
2007	;	4295866390	;	4295877320
2008	;	4295866390	;	4295866480
2009	;	4295885525	;	4295892326
2010	;	4295885525	;	4296740030
2011	;	4295885525	;	4295903504
2012	;	4295885525	;	5060538972
2013	;	4295885525	;	4296413334
2014	;	4295885525	;	4295895476
2015	;	4295885525	;	5080025907
2016	;	4295885525	;	4295993564
2017	;	4295885525	;	5076357744
2018	;	4295885456	;	4295885708
2019	;	4295885456	;	4295903076
2020	;	4295885456	;	4297133648
2021	;	4295885456	;	4295894191
2022	;	4295885456	;	5000058042
2023	;	4295885456	;	4297812487
2024	;	4295885456	;	4296385121
2025	;	4295890628	;	5046039618
2026	;	4295890628	;	5000704050
2027	;	4295890628	;	4295904722
2028	;	4295890628	;	4295890713
2029	;	4295890628	;	4297278257
2030	;	4295890628	;	4295895781
2031	;	4295890628	;	4295906776
2032	;	4295890628	;	4295890594
2033	;	4295890628	;	4298488398
2034	;	4295890628	;	4295868215
2035	;	4295890628	;	4295908368
2036	;	4295890628	;	4296904058
2037	;	4295890628	;	5037458186
2038	;	4295890628	;	4295906748
2039	;	4295890628	;	4295900476
2040	;	4295890628	;	4295905898
2041	;	4295890628	;	4298015114
2042	;	4295890628	;	4295899710
2043	;	4295890628	;	4295907681
2044	;	4295890628	;	4295899966
2045	;	4295890628	;	4297878852
2046	;	4295890628	;	4295904414
2047	;	4295890628	;	4295906873
2048	;	4295890628	;	4296438030
2049	;	4295890628	;	4295899337
2050	;	4295890628	;	5046317163
2051	;	4295890628	;	4295880409
2052	;	4295890628	;	5044066446
2053	;	4295890628	;	5000051580
2054	;	4295890628	;	4297700798
2055	;	4295890628	;	8589934550
2056	;	4295890628	;	5055464639
2057	;	4295890628	;	4295903422
2058	;	4295890628	;	4297760512
2059	;	4295890628	;	4295908242
2060	;	4295890628	;	4296584649
2061	;	4295890628	;	4295888632
2062	;	4295890628	;	4295872481
2063	;	4295890628	;	4297062764
2064	;	4295890628	;	5000030891
2065	;	4295890628	;	4295904886
2066	;	4295890628	;	5000031450
2067	;	4295890628	;	4295890931
2068	;	4295890628	;	4295861697
2069	;	4295890628	;	5041979475
2070	;	4295890628	;	4297721792
2071	;	4295890628	;	4295875158
2072	;	4295890628	;	4295902195
2073	;	4295890628	;	4295901644
2074	;	4295890628	;	4295913831
2075	;	4295890628	;	4297804675
2076	;	4295890628	;	5040195432
2077	;	4295890628	;	5042212476
2078	;	4295890628	;	4295907254
2079	;	4295890628	;	4296348736
2080	;	4295890628	;	4295912132
2081	;	4295890628	;	4297031910
2082	;	4295865996	;	4295906279
2083	;	4295865996	;	4295866723
2084	;	4295865996	;	5001190439
2085	;	4295865996	;	4295894341
2086	;	4295865996	;	5000828394
2087	;	4295865996	;	4298364697
2088	;	4295866111	;	4295913006
2089	;	4295866111	;	5051782479
2090	;	4295866111	;	4295869260
2091	;	4295866111	;	4295875616
2092	;	4295866111	;	5008426632
2093	;	5000799571	;	4295903182
2094	;	5000799571	;	4295897683
2095	;	5000799571	;	4295895044
2096	;	5000799571	;	4295880522
2097	;	5000799571	;	4295857398
2098	;	5000799571	;	4295866771
2099	;	5000799571	;	4295905494
2100	;	5000799571	;	4295862377
2101	;	5000799571	;	5055083120
2102	;	5000799571	;	4297141971
2103	;	5000799571	;	5031255925
2104	;	4295859007	;	4295859031
2105	;	4295859007	;	5000061603
2106	;	4295859007	;	4295917896
2107	;	4295859007	;	4296676381
2108	;	4295859007	;	5043461948
2109	;	4295868416	;	5001099343
2110	;	4295868416	;	4295908573
2111	;	4295868416	;	4296341902
2112	;	4295868416	;	4298095588
2113	;	4295868416	;	4295915928
2114	;	4295868416	;	4295907168
2115	;	4295868416	;	4295903644
2116	;	4295868416	;	4295904853
2117	;	4295868416	;	4295914795
2118	;	4295868416	;	4295896661
2119	;	4295868416	;	5000062703
2120	;	4295866566	;	4295908396
2121	;	4295866566	;	5035525689
2122	;	4295866566	;	4295868520
2123	;	4295866566	;	5038035484
2124	;	4296730041	;	4295904672
2125	;	4296730041	;	4297157956
2126	;	4296730041	;	4295899948
2127	;	4296730041	;	4295865996
2128	;	4296730041	;	5000740801
2129	;	4296730041	;	4295907168
2130	;	4296730041	;	5001437767
2131	;	4296730041	;	4295869049
2132	;	4296730041	;	4296654928
2133	;	4296730041	;	5063738211
2134	;	4296730041	;	4295891425
2135	;	4296730041	;	4295890634
2136	;	4295898865	;	5065974123
2137	;	4295867424	;	4295866862
2138	;	4295867424	;	4295905786
2139	;	4295884721	;	4297393494
2140	;	4295884721	;	4295879662
2141	;	4295884721	;	5050986901
2142	;	4295884721	;	8589934520
2143	;	4295884721	;	4297935771
2144	;	4295884721	;	4295915653
2145	;	4295884721	;	4295904880
2146	;	4295884721	;	5000002406
2147	;	4295884721	;	4295857825
2148	;	4295884721	;	4295890226
2149	;	4295884721	;	4295877311
2150	;	4295884721	;	4295871807
2151	;	4295886615	;	4298133236
2152	;	4295886615	;	4296941820
2153	;	4295886615	;	5000004479
2154	;	4295886615	;	4295865833
2155	;	4295886615	;	8589934212
2156	;	4295869130	;	4295869694
2157	;	5001167004	;	4298364697
2158	;	4295859396	;	4295914795
2159	;	4295859396	;	4295859490
2160	;	8589934227	;	4295892999
2161	;	4295875844	;	4295911976
2162	;	4295875844	;	4295859763
2163	;	4295875844	;	4295875459
2164	;	4295875844	;	5000075299
2165	;	4295875844	;	4298172584
2166	;	4295875844	;	5040931171
2167	;	4295875844	;	4295869049
2168	;	4295875844	;	4295955145
2169	;	4295875844	;	4296922479
2170	;	4295875844	;	4296218981
2171	;	4295875844	;	4295889283
2172	;	4295875844	;	5045371166
2173	;	4295875844	;	5000278214
2174	;	4295875844	;	4296730041
2175	;	4295875844	;	4297655273
2176	;	4295866610	;	4295903247
2177	;	4295866610	;	4295904652
2178	;	4295866610	;	4295882451
2179	;	4295866610	;	4295907168
2180	;	4295866610	;	4295955207
2181	;	4295866610	;	4296340007
2182	;	4295866610	;	4295867387
2183	;	4295866610	;	4295871412
2184	;	4295866610	;	4295904482
2185	;	4295866610	;	4298036427
2186	;	4295866610	;	4296427108
2187	;	4295866610	;	5035877582
2188	;	4295866610	;	5043319761
2189	;	4295866610	;	4295905130
2190	;	4295866610	;	4295903567
2191	;	4295866610	;	4295899791
2192	;	4295866610	;	4295899948
2193	;	4295866610	;	4295884692
2194	;	4295866610	;	4295867385
2195	;	4295866610	;	4298546138
2196	;	5035708251	;	4296540346
2197	;	5035708251	;	4295886337
2198	;	5035708251	;	4295912279
2199	;	4295884717	;	5035084232
2200	;	4295884717	;	5045817431
2201	;	4295884717	;	5001429496
2202	;	4295884717	;	5032036738
2203	;	4295884717	;	4297026748
2204	;	4295884717	;	8589934563
2205	;	4295884717	;	5071169675
2206	;	4295884717	;	4295903265
2207	;	4295884717	;	4296127407
2208	;	4295884717	;	4296197135
2209	;	4295884717	;	5021081579
2210	;	4295884717	;	5043317807
2211	;	4295894756	;	4295890114
2212	;	4295894756	;	4295901514
2213	;	4295894756	;	4295915699
2214	;	4295894756	;	5000236068
2215	;	4295889513	;	4296482541
2216	;	4295894769	;	4296482541
2217	;	4295867385	;	4298158448
2218	;	4295867385	;	4295877341
2219	;	4295867385	;	4295869694
2220	;	4295867385	;	5043319761
2221	;	4295867385	;	4295876068
2222	;	4295867385	;	4295905105
2223	;	4295867385	;	4298344006
2224	;	4295867385	;	4296331229
2225	;	4295867385	;	4295867387
2226	;	4295867385	;	5042944844
2227	;	4295867385	;	4295859238
2228	;	4295867385	;	4295903068
2229	;	4295867385	;	5000058303
2230	;	4295867385	;	4298112941
2231	;	4295867385	;	4298156208
2232	;	4295867385	;	4295877384
2233	;	4295867385	;	4295903829
2234	;	4295867385	;	4298546138
2235	;	4295889563	;	4295894740
2236	;	4295889563	;	4295885039
2237	;	4295889563	;	4295875633
2238	;	4295889563	;	5001170594
2239	;	4295889563	;	5000032594
2240	;	4295889563	;	4295907168
2241	;	4295889563	;	4295882288
2242	;	4295889563	;	4298461479
2243	;	4295889563	;	5001106519
2244	;	4295889563	;	4297214127
2245	;	4295889563	;	5037653855
2246	;	4295889563	;	5043440708
2247	;	4295869123	;	5000069094
2248	;	4295869123	;	4295884955
2249	;	4295869123	;	4295858334
2250	;	4295869123	;	4296537637
2251	;	4295869123	;	4296820812
2252	;	4295869123	;	4295914754
2253	;	4295894786	;	4295861151
2254	;	4295894786	;	5000700830
2255	;	4295894786	;	5000735940
2256	;	4295894786	;	5037992130
2257	;	4295894786	;	4295894852
2258	;	4295894786	;	5071526508
2259	;	4295894786	;	4295858547
2260	;	4295894786	;	5037844900
2261	;	4295894786	;	5000071379
2262	;	4295894786	;	5000619007
2263	;	4295894786	;	5000039946
2264	;	4295894786	;	4295857514
2265	;	4295894786	;	4298009207
2266	;	4295894786	;	4295877313
2267	;	4295894786	;	5051045063
2268	;	4295894786	;	5052794930
2269	;	4295894786	;	4298435622
2270	;	4295894786	;	4295905573
2271	;	4295894786	;	4295858761
2272	;	4295894786	;	5068331895
2273	;	4295894786	;	4295860519
2274	;	4295894786	;	4295866940
2275	;	4295894786	;	4298147043
2276	;	4295894786	;	4296382491
2277	;	4295894786	;	4296547047
2278	;	4295894786	;	4295861059
2279	;	4295890594	;	4295906873
2280	;	4295890594	;	4295890628
2281	;	4295890594	;	5000661021
2282	;	4295890594	;	5036189982
2283	;	4295890594	;	5046439717
2284	;	4295890594	;	5000075049
2285	;	4295890594	;	5037961722
2286	;	4295890594	;	4295915855
2287	;	4295890594	;	4295899733
2288	;	4295890594	;	5000714889
2289	;	4295890594	;	4295906595
2290	;	4295890594	;	4295901003
2291	;	4295890594	;	4295904886
2292	;	4295890594	;	4297029586
2293	;	4295890594	;	4296988897
2294	;	4295890594	;	4295875158
2295	;	4295890594	;	4296828058
2296	;	4295890594	;	4295906807
2297	;	4295890594	;	4295907752
2298	;	4295890594	;	4295877353
2299	;	4295890594	;	4295908195
2300	;	4295890594	;	5037647342
2301	;	4295890594	;	4295912132
2302	;	4295890594	;	4295904722
2303	;	4295890594	;	5047820374
2304	;	5033562382	;	4295884955
2305	;	5033562382	;	4296833903
2306	;	5033562382	;	4295868979
2307	;	5033562382	;	4295868681
2308	;	5033562382	;	4296066923
2309	;	5033562382	;	5036796635
2310	;	5033562382	;	4295887850
2311	;	5033562382	;	5000001291
2312	;	5033562382	;	4295867343
2313	;	5033562382	;	5000037389
2314	;	5033562382	;	4295872684
2315	;	5033562382	;	5000034529
2316	;	5033562382	;	4295903853
2317	;	5033562382	;	5001450339
2318	;	5033562382	;	5042935302
2319	;	5033562382	;	4295880494
2320	;	5033562382	;	4295864276
2321	;	5033562382	;	4295889333
2322	;	5033562382	;	4295875577
2323	;	5033562382	;	5000656018
2324	;	5033562382	;	5000018278
2325	;	5033562382	;	4296008750
2326	;	5033562382	;	4295894987
2327	;	5033562382	;	4295859844
2328	;	5033562382	;	4296995093
2329	;	5033562382	;	4296818792
2330	;	5033562382	;	4295884546
2331	;	5033562382	;	5000075620
2332	;	5033562382	;	4295873202
2333	;	5033562382	;	4295903494
2334	;	5033562382	;	5000704362
2335	;	5033562382	;	5035738422
2336	;	4295869049	;	5050714881
2337	;	4295869049	;	4295869198
2338	;	4295869049	;	4295881588
2339	;	4295869049	;	5057957727
2340	;	4295869049	;	4295889865
2341	;	4295874870	;	5037645158
2342	;	4295874870	;	5044315190
2343	;	4295874870	;	5000444997
2344	;	4295874870	;	4295868979
2345	;	4295874870	;	5000437105
2346	;	4295874870	;	5000623508
2347	;	4295874870	;	4298157367
2348	;	4295874870	;	4295906428
2349	;	5052789544	;	4295899948
2350	;	5052789544	;	4295899791
