ID		from		to
101	;	4295884955	;	5060555751
102	;	4295884955	;	5000075620
103	;	4295884955	;	4295903853
104	;	4295884955	;	4295868979
105	;	4295884955	;	4295895815
106	;	4295884955	;	4296833903
107	;	4295884955	;	4298361764
108	;	4295884955	;	4296676381
109	;	4295884955	;	4295902055
110	;	4295884955	;	4295858622
111	;	4295884955	;	5000018278
112	;	4295884955	;	4295903799
113	;	4295884955	;	5035738422
114	;	4295884955	;	5042944369
115	;	4295884955	;	4295884546
116	;	4295884955	;	4295883439
117	;	4295884955	;	5057747362
118	;	4295884955	;	4295887850
119	;	4295884955	;	5040050334
120	;	4295884955	;	4295866983
121	;	4295884955	;	4295863289
122	;	4295884955	;	5000069094
123	;	4295884955	;	5000263481
124	;	4295884955	;	4295880494
125	;	4295884955	;	4295864276
126	;	4295884955	;	4295880559
127	;	4295884955	;	4296338600
128	;	4295884955	;	4295870731
129	;	4295884955	;	5000071825
130	;	4295884955	;	4298155361
131	;	4295884955	;	4295903160
132	;	4295884955	;	5000017084
133	;	4295884955	;	4296741127
134	;	4295884955	;	5037433743
135	;	4295884955	;	4296668475
136	;	4295884955	;	4295897579
137	;	4295884955	;	5001182687
138	;	4295884955	;	4295865561
139	;	4295884955	;	5043318105
140	;	4295884955	;	4295863482
141	;	4295884955	;	4295905139
142	;	4295884955	;	5001229906
143	;	4295884955	;	4295882829
144	;	4295884955	;	5000437105
145	;	4295884955	;	5000866630
146	;	4295884955	;	5000072037
147	;	4295884955	;	5081404411
148	;	4295884955	;	5001450339
149	;	4295884955	;	4295887102
150	;	4295884955	;	4295864272
151	;	4295884955	;	4295885750
152	;	4295884955	;	4295867385
153	;	4295884955	;	4297646243
154	;	4295884955	;	4295871522
155	;	4295884955	;	4295891726
156	;	4295884955	;	4297068349
157	;	4295884955	;	5001008670
158	;	4295884955	;	5001086167
159	;	4295884955	;	4295883014
160	;	4295884955	;	4295866490
161	;	4295884955	;	5000582626
162	;	4295884955	;	4295899801
163	;	4295884955	;	5034763261
164	;	4295884955	;	5000050143
165	;	4295884955	;	5000844936
166	;	4295884955	;	5000462823
167	;	4295884955	;	4295859844
168	;	4295884955	;	4295864259
169	;	4295884955	;	4295881084
170	;	4295884955	;	5067842678
171	;	4295884955	;	4295894987
172	;	4295884955	;	5001160570
173	;	4295884955	;	5051786366
174	;	4295884955	;	4295893576
175	;	4295884955	;	5056387746
176	;	4295884955	;	4296543423
177	;	4295884955	;	4295898160
178	;	4295884955	;	4297425009
179	;	4295884955	;	5046039470
180	;	4295884955	;	4297291910
181	;	4295884955	;	4296033349
182	;	4295884955	;	4295883548
183	;	4295884955	;	4295878269
184	;	4295884955	;	4295861148
185	;	4295884955	;	5040312109
186	;	4295884955	;	5000101840
187	;	4295884955	;	4296334993
188	;	4295884955	;	5057829986
189	;	4295884955	;	5000640690
190	;	4295884955	;	4296018538
191	;	4295884955	;	4295865642
192	;	4295884955	;	4296760890
193	;	4295884955	;	4296252051
194	;	4295884955	;	4295890190
195	;	4295884955	;	5000052635
196	;	4295884955	;	4297630974
197	;	4295884955	;	4296920976
198	;	4295884955	;	4296775889
199	;	4295884955	;	4297197392
200	;	4295884955	;	4296650093
201	;	4295884955	;	4295883138
202	;	4295884955	;	5001401004
203	;	4295884955	;	4295873824
204	;	4295884955	;	5004494268
205	;	4295884955	;	4295913508
206	;	4295884955	;	5040826506
207	;	4295884955	;	4295895553
208	;	4295884955	;	4297524293
209	;	4295884955	;	4296226556
210	;	4295884955	;	5046652293
211	;	4295884955	;	4295885039
212	;	4295884955	;	4295928959
213	;	4295884955	;	5037990199
214	;	4295884955	;	5037122192
215	;	4295884955	;	5045867137
216	;	4295884955	;	5000348785
217	;	4295884955	;	4296713193
218	;	4295884955	;	4296201554
219	;	4295884955	;	5035252401
220	;	4295884955	;	5051398926
221	;	4295884955	;	4296373105
222	;	4295884955	;	4295871291
223	;	4295884955	;	4296169648
224	;	4295884955	;	4296836622
225	;	4295884955	;	4295874870
226	;	4295884955	;	4295880075
227	;	4295884955	;	4298159943
228	;	4295884955	;	4296973711
229	;	4295884955	;	5000890083
230	;	4295884955	;	4295872346
231	;	5000013139	;	4295883093
232	;	4295884730	;	4298158448
233	;	4295884730	;	4295869227
234	;	4295884730	;	4295903076
235	;	4295884730	;	4295984999
236	;	4295884730	;	4295905573
237	;	4295884730	;	5035455597
238	;	4295884730	;	5001334839
239	;	4295884730	;	4296562491
240	;	4295890323	;	4296713288
241	;	4295890323	;	4297734640
242	;	4295890323	;	4295885039
243	;	4295890323	;	5073156222
244	;	4295890323	;	5000089102
245	;	4295867565	;	5034770833
246	;	4295867565	;	4298205653
247	;	4295867565	;	4295872605
248	;	4295867565	;	4295903128
249	;	4295867565	;	4296029157
250	;	4295867565	;	4295867872
251	;	4295867565	;	4295869671
252	;	4295867565	;	4295888540
253	;	4295867565	;	4295903181
254	;	4295867565	;	4296849751
255	;	4295867565	;	4298010948
256	;	4295867565	;	5000587859
257	;	4295867565	;	4295866888
258	;	4295867565	;	4295867045
259	;	4295867565	;	5001199074
260	;	4295867565	;	4296121199
261	;	4295867565	;	5000999539
262	;	4295867565	;	4298171837
263	;	4295867565	;	4298215541
264	;	4295867565	;	4295873204
265	;	4295867565	;	5000930574
266	;	4295867565	;	5000026056
267	;	4295867565	;	5040055176
268	;	4295867565	;	4296603683
269	;	4295867565	;	5000041150
270	;	4295867565	;	4296785924
271	;	4295867565	;	5057565349
272	;	4295867565	;	4295863338
273	;	4295867565	;	4298444109
274	;	4295867565	;	4296623460
275	;	4295867565	;	5000071917
276	;	4295867565	;	4295885708
277	;	4295867565	;	5000006516
278	;	4295867565	;	5042258681
279	;	4295867565	;	4298168415
280	;	4295867565	;	5062458687
281	;	4295867565	;	4298152478
282	;	4295867565	;	5001252238
283	;	4295867565	;	5036161510
284	;	4295867565	;	4295886418
285	;	4295867565	;	4296173452
286	;	4295867565	;	5038060367
287	;	4295867565	;	4295868633
288	;	4295867565	;	4296726654
289	;	4295867565	;	5050715547
290	;	4295867565	;	4295866806
291	;	4295867565	;	4295889602
292	;	4295867565	;	5000751028
293	;	5000724903	;	4295858622
294	;	5000724903	;	4295894987
295	;	5000724903	;	4295876915
296	;	5000724903	;	4295868979
297	;	5000724903	;	5051398926
298	;	5000724903	;	4295895815
299	;	5000724903	;	4295904946
300	;	5000724903	;	4295863289
301	;	5000724903	;	4295903254
302	;	5000724903	;	4295871522
303	;	4295865947	;	5050266576
304	;	4295858988	;	4295905573
305	;	4295858988	;	4295882451
306	;	4295858988	;	5040251358
307	;	4295858988	;	5039678649
308	;	4295858988	;	4296309931
309	;	4295858988	;	5001435979
310	;	4295858988	;	5067950713
311	;	4295859121	;	4295860040
312	;	4295859121	;	4295865054
313	;	4295859121	;	4295876952
314	;	4295859121	;	4295859725
315	;	4295859121	;	5001097498
316	;	4295859121	;	4297708155
317	;	4295859121	;	4295860372
318	;	4295859121	;	4295866353
319	;	4295859121	;	4295875165
320	;	4295859121	;	5000069335
321	;	4295859121	;	4295866448
322	;	4295859121	;	4295866494
323	;	4295859121	;	5000043876
324	;	4295859121	;	4295890183
325	;	4295859121	;	5063095579
326	;	4295859121	;	5000520579
327	;	4295859121	;	4295877375
328	;	4295859121	;	5000030092
329	;	4295859121	;	4295873341
330	;	4295859121	;	4295898932
331	;	4295859121	;	5000023486
332	;	4295859121	;	5001218753
333	;	4295859121	;	5068323986
334	;	4295859121	;	4295891304
335	;	4295859121	;	4295872396
336	;	4295859121	;	5070761092
337	;	4295859121	;	4297366394
338	;	4295859121	;	4295869860
339	;	4295859121	;	4295892711
340	;	4295859121	;	5037347019
341	;	4295859121	;	4295864705
342	;	4295859121	;	4295891078
343	;	4295859121	;	4295886906
344	;	4295859121	;	4298318745
345	;	4295859121	;	4295862776
346	;	4295859121	;	5001304389
347	;	4295859121	;	4295864494
348	;	4295859121	;	5001110569
349	;	4295859121	;	4295889865
350	;	4295859121	;	5070509897
351	;	4295859121	;	4298337778
352	;	4295859121	;	4295877383
353	;	4295859121	;	5074203637
354	;	4295859121	;	5072823543
355	;	4295896494	;	4295888504
356	;	4295896494	;	5035714862
357	;	4295896494	;	4295888540
358	;	4295896494	;	5000049433
359	;	4295859326	;	4295903805
360	;	4295859326	;	4296751524
361	;	4295859326	;	5000604622
362	;	4295859326	;	4297687008
363	;	4295898060	;	5001229291
364	;	4295898060	;	4295864274
365	;	4295898060	;	4295864185
366	;	4295898060	;	4295863338
367	;	5000030092	;	4295867349
368	;	5000030092	;	4295866484
369	;	5000030092	;	4295887138
370	;	5000030092	;	4295867366
371	;	5000030092	;	5001403999
372	;	5000030092	;	4295856983
373	;	5000030092	;	5032039850
374	;	4295867361	;	4295905573
375	;	4295867361	;	5000090242
376	;	4295867361	;	4298052496
377	;	4295867361	;	4295901413
378	;	4295884747	;	4295891425
379	;	4295884747	;	5017976520
380	;	4295884869	;	4295906830
381	;	4295884869	;	4295882451
382	;	4295884869	;	4295891425
383	;	4295884869	;	5035902593
384	;	4295884869	;	4295881619
385	;	4295884869	;	4295905573
386	;	4295884869	;	4295864484
387	;	4295884869	;	4295876917
388	;	4295884869	;	4295906110
389	;	4295884869	;	4295903176
390	;	4295884869	;	8589934328
391	;	4295884869	;	5039936235
392	;	4295884869	;	5038039248
393	;	4295884869	;	5050702935
394	;	4295884869	;	5057515075
395	;	4295890339	;	4295912284
396	;	4295894968	;	4295895258
397	;	4295894341	;	4295904722
398	;	4295894341	;	5066596648
399	;	4295894341	;	4298488398
400	;	4295894341	;	5000746009
401	;	4295894341	;	4295940206
402	;	4295894341	;	4295906873
403	;	4295894341	;	4295880584
404	;	4295894341	;	5040241774
405	;	4295894341	;	4295887822
406	;	4295894341	;	4295856781
407	;	4295894341	;	4295915885
408	;	4295894341	;	4295866723
409	;	4295894341	;	4297014730
410	;	4295894341	;	4295907752
411	;	4295894341	;	4298018805
412	;	4295894341	;	4295876965
413	;	4295894341	;	4295904633
414	;	4295894341	;	5040932194
415	;	4295894341	;	4296495572
416	;	4295894341	;	4295906807
417	;	4295894341	;	5000156210
418	;	4295894341	;	4295873594
419	;	4295894341	;	5001105445
420	;	4295894341	;	4296790654
421	;	4295894341	;	5045818204
422	;	4295894341	;	4295875399
423	;	4295894341	;	5001212217
424	;	4295894341	;	4295863999
425	;	4295894341	;	4295886222
426	;	4295894341	;	4297601277
427	;	4295894341	;	4296056029
428	;	4295894341	;	5080057732
429	;	4295894341	;	5061208560
430	;	4295894341	;	4295889280
431	;	4295894341	;	5039599153
432	;	4295894341	;	5080029869
433	;	4295894341	;	4295912132
434	;	4295894341	;	5055463242
435	;	4295894341	;	5035545423
436	;	4295894341	;	5037932217
437	;	4295894341	;	4295907168
438	;	4295894341	;	4295890573
439	;	4295894341	;	5000034571
440	;	4295894341	;	4295905544
441	;	4295894341	;	4295876951
442	;	4295894341	;	5037129784
443	;	4295894341	;	4295865996
444	;	4295894341	;	4295915993
445	;	4295890013	;	4295872595
446	;	4295890013	;	4295890078
447	;	4295890013	;	4298007715
448	;	4295890013	;	4295887192
449	;	4295890013	;	4295903678
450	;	4295890013	;	4296610484
451	;	4295890013	;	5000432820
452	;	4295867015	;	4295869238
453	;	4295867015	;	5035546503
454	;	4295867015	;	4296463019
455	;	4295867015	;	4296367942
456	;	4295867015	;	4295894468
457	;	4295867015	;	4295884931
458	;	4295867015	;	4295867415
459	;	4295867015	;	4295866725
460	;	4295867015	;	5068315139
461	;	4295867015	;	4295874580
462	;	4295867015	;	5001266285
463	;	4295867015	;	4296343109
464	;	4295867015	;	4295911976
465	;	4295867015	;	5036383104
466	;	4295867015	;	5000869179
467	;	4295867015	;	4295866983
468	;	4295867015	;	5050700507
469	;	4295867015	;	4297930528
470	;	4295867015	;	4297099399
471	;	4295867015	;	4295889892
472	;	4295867015	;	4297675239
473	;	5045390794	;	4295894507
474	;	5045390794	;	8589934340
475	;	5063734194	;	4297315083
476	;	4295895969	;	4295902047
477	;	4295895969	;	4295906353
478	;	4295895969	;	4295866940
479	;	4295895969	;	4295885039
480	;	4295895969	;	4295867045
481	;	4295895969	;	4295894740
482	;	4295895969	;	4295903744
483	;	4295895969	;	5064030489
484	;	4295895969	;	5046707555
485	;	4295895969	;	4295861516
486	;	4295895969	;	4295872983
487	;	5000073936	;	4297260021
488	;	5000073936	;	4295894341
489	;	5000073936	;	5057950853
490	;	5000001291	;	4295903076
491	;	5000001291	;	5035523725
492	;	5000001291	;	4295859844
493	;	5000001291	;	5000069094
494	;	5000001291	;	4296448249
495	;	5000001291	;	8589934563
496	;	5000001291	;	4298073233
497	;	5000001291	;	4295903136
498	;	5000001291	;	4295884955
499	;	5000001291	;	4298052377
500	;	5000001291	;	4296981958
501	;	5000001291	;	4295880559
502	;	5000001291	;	5000010930
503	;	5000001291	;	4295890182
504	;	5000001291	;	4298533259
505	;	5000001291	;	4297340434
506	;	5000001291	;	4296066923
507	;	5000001291	;	5036226797
508	;	5000001291	;	4296078981
509	;	5000001291	;	4298338103
510	;	5000001291	;	4295903128
511	;	5000001291	;	5002592528
512	;	5000001291	;	5001401004
513	;	5000001291	;	5040049469
514	;	5000001291	;	4295908666
515	;	5000001291	;	4297400502
516	;	5000001291	;	4295893827
517	;	5000001291	;	5037348545
518	;	5000001291	;	4295867357
519	;	5000001291	;	4298517191
520	;	5000001291	;	4296863787
521	;	4295890660	;	4295904171
522	;	4295890660	;	4295890634
523	;	4295890660	;	4295899791
524	;	4295890660	;	4295894770
525	;	4295890660	;	4295884772
526	;	4295890660	;	5000806163
527	;	4295890660	;	4295884506
528	;	4295890660	;	5042232812
529	;	4295869198	;	4295859071
530	;	4295869198	;	4296627232
531	;	4295869198	;	4295897405
532	;	4295869198	;	5035308081
533	;	4295869198	;	4295894740
534	;	4295869198	;	5034844193
535	;	4295869198	;	4298546138
536	;	4295869198	;	5000771393
537	;	4295869198	;	5044031902
538	;	4295869198	;	4296540346
539	;	4295869198	;	4298333179
540	;	4295869198	;	4295905617
541	;	4295869198	;	4295899516
542	;	4295869198	;	4295885689
543	;	4295869198	;	5057771033
544	;	4295869198	;	4295901599
545	;	4295869198	;	4295869515
546	;	4295869198	;	5052143727
547	;	4295869198	;	5035755697
548	;	4295869198	;	4297369997
549	;	4295869198	;	5001224698
550	;	4295869198	;	4295869214
551	;	4295869198	;	4295859421
552	;	4295869198	;	4298065353
553	;	4295869217	;	4295901599
554	;	4295869217	;	4295906873
555	;	4295869217	;	5037937603
556	;	4295869217	;	4295906776
557	;	4295869217	;	4295904886
558	;	4295869217	;	4295907752
559	;	4295869217	;	5064660780
560	;	4295869217	;	5041979475
561	;	4295869217	;	4295906748
562	;	4295869217	;	5000746009
563	;	4295869217	;	5001201525
564	;	8589934205	;	5044339809
565	;	4295884746	;	4295907706
566	;	4295884746	;	4295882451
567	;	4295884746	;	5000002406
568	;	4295884746	;	4295867372
569	;	4295884746	;	4295870063
570	;	4295884746	;	4295905539
571	;	4295870093	;	4296236950
572	;	4295870093	;	4295907168
573	;	4295870093	;	5036754982
574	;	4295889791	;	4295877311
575	;	4295889791	;	4295866806
576	;	4295894852	;	4295856983
577	;	4295894852	;	4297089638
578	;	4295894852	;	5034844193
579	;	4295894852	;	4295857707
580	;	4295894852	;	4295889139
581	;	4295894852	;	4295894740
582	;	4295894852	;	4295951037
583	;	4295894852	;	4295894786
584	;	4295894852	;	4295880570
585	;	4295894852	;	4295898971
586	;	4295894852	;	4295860381
587	;	4295894852	;	5000590837
588	;	4295894852	;	4295896438
589	;	4295894852	;	4296593464
590	;	5000073706	;	5000684081
591	;	5000073706	;	4296044719
592	;	5000073706	;	5001079715
593	;	4295869227	;	4296108595
594	;	4295869227	;	5060592373
595	;	4295869227	;	4295869354
596	;	4295869227	;	5040697296
597	;	4295869227	;	5000567168
598	;	4295869227	;	4296695079
599	;	4295869227	;	5037450527
600	;	4295869227	;	4298305589
601	;	4295869227	;	5056413401
602	;	4295869227	;	5001072353
603	;	4295869227	;	4297926774
604	;	4295869227	;	4295869694
605	;	4295869227	;	4296853214
606	;	4295869227	;	4295889865
607	;	4295869227	;	5000066221
608	;	4295869227	;	5041072349
609	;	4295869227	;	4295869083
610	;	4295869227	;	4295890024
611	;	4295869227	;	4295911984
612	;	4295868250	;	4295867385
613	;	4295868250	;	4295867220
614	;	4295867226	;	4295866603
615	;	4295867226	;	4295893976
616	;	4295894740	;	4295871069
617	;	4295894740	;	4296555324
618	;	4295894740	;	4295903744
619	;	4295894740	;	4295885689
620	;	4295894740	;	4298458436
621	;	4295894740	;	4295880516
622	;	4295894740	;	4295904557
623	;	4295894740	;	5000067369
624	;	4295894740	;	4295864860
625	;	4295894740	;	5037128948
626	;	4295894740	;	4295885039
627	;	4295894740	;	5001170594
628	;	4295894740	;	5000771393
629	;	4295894740	;	5035094814
630	;	4295894740	;	4296627232
631	;	4295894740	;	5037269033
632	;	4295894740	;	5000032594
633	;	4295894740	;	5038056692
634	;	4295894740	;	5000694294
635	;	4295894740	;	5000472343
636	;	4295894740	;	4295872661
637	;	4295894740	;	4295875633
638	;	4295894740	;	4295859763
639	;	4295894740	;	5000008013
640	;	4295894740	;	4296540346
641	;	4295894740	;	4295886615
642	;	4295894740	;	5001621500
643	;	4295894740	;	4298324043
644	;	4295894740	;	4295912336
645	;	4295894740	;	4295871068
646	;	4295894740	;	4295887074
647	;	4295894740	;	4295885581
648	;	4295894740	;	4296496837
649	;	4295894740	;	5037474235
650	;	4295894740	;	4295904116
651	;	4295894740	;	4295872490
652	;	4295894740	;	4295872504
653	;	4295894740	;	5000214260
654	;	4295894740	;	4298461479
655	;	4295894740	;	4295893306
656	;	4295894740	;	5044196082
657	;	4295894740	;	4296609880
658	;	4295894740	;	5000062533
659	;	4295894740	;	4295872979
660	;	4295894740	;	4295904976
661	;	4295894740	;	4298157900
662	;	4295894740	;	4295916203
663	;	4295894740	;	4295856055
664	;	4295894740	;	5000074606
665	;	4295894740	;	4295869198
666	;	4295894740	;	4295909842
667	;	4295894740	;	5001183982
668	;	4295894740	;	4295912097
669	;	4295894740	;	4295892850
670	;	4295894740	;	4295900293
671	;	4295894740	;	5000061603
672	;	4295894740	;	4295903883
673	;	4295894740	;	5037632065
674	;	4295894740	;	4295883093
675	;	4295894740	;	4296963658
676	;	4295894740	;	4295903377
677	;	4295894740	;	5000030822
678	;	4295894740	;	4296764886
679	;	4295894740	;	5001184043
680	;	4295894740	;	5001438555
681	;	4295894740	;	4295884322
682	;	4295894740	;	5037955918
683	;	4295894740	;	4295903783
684	;	4295894740	;	4295864455
685	;	4295894740	;	4295878958
686	;	4295894740	;	4295884943
687	;	4295894740	;	4295907168
688	;	4295894740	;	4295914493
689	;	4295894740	;	4297729368
690	;	4295894740	;	4295905494
691	;	4295894740	;	4295900025
692	;	4295894740	;	4296549729
693	;	4295894740	;	5001117624
694	;	4295894740	;	4295880644
695	;	4295894740	;	5000013139
696	;	4295894740	;	4295865124
697	;	4295894740	;	4297272438
698	;	4295894740	;	4295864515
699	;	4295894740	;	4298158448
700	;	4295894740	;	4295893454
701	;	4295894740	;	5000843338
702	;	4295894740	;	4297069644
703	;	4295894740	;	5038079961
704	;	4295894740	;	5000061087
705	;	4295894740	;	5035743622
706	;	4295894740	;	4295866034
707	;	4295894740	;	4295861372
708	;	4295894740	;	5000009711
709	;	4295894740	;	4295899203
710	;	4295894740	;	5046714286
711	;	4295894740	;	5000172938
712	;	4295894777	;	4298015178
713	;	4295894777	;	4295904309
714	;	4295894777	;	4295879109
715	;	4295894777	;	4295903207
716	;	4295898944	;	4295904718
717	;	4295898944	;	4295895587
718	;	4295895409	;	5000066955
719	;	4295895409	;	4295897467
720	;	4295895409	;	5000683606
721	;	4295895409	;	4297393065
722	;	4295895409	;	5046043585
723	;	4295895409	;	5040042141
724	;	4295895409	;	4295907168
725	;	4295895409	;	4295902158
726	;	4295895409	;	4295878517
727	;	4295895409	;	4295868416
728	;	4295895409	;	4295896491
729	;	4295895409	;	4295896421
730	;	4295895409	;	4295902655
731	;	4295895409	;	4295880442
732	;	4295895409	;	4295879950
733	;	4295895409	;	4295904335
734	;	4295895409	;	4295914874
735	;	4295895409	;	4298253935
736	;	4295895409	;	4295884627
737	;	4295895409	;	4295890008
738	;	4295895409	;	4295908167
739	;	4295895409	;	4296725985
740	;	4295895409	;	4298410015
741	;	4295895409	;	4295862452
742	;	4295895409	;	4296705833
743	;	4295895409	;	5000227152
744	;	4295895409	;	5000127627
745	;	4295895409	;	5000309685
746	;	4295895409	;	8589934333
747	;	4295895409	;	5044193409
748	;	4295895409	;	4295896661
749	;	4295895409	;	4295897705
750	;	4295867415	;	5081389657
751	;	4295867415	;	4295896208
752	;	4295867415	;	4296872007
753	;	4298431423	;	5000655158
754	;	4298431423	;	5035464643
755	;	4298431423	;	4295885383
756	;	4298431423	;	4295885689
757	;	4298431423	;	4295907168
758	;	4298431423	;	4295907568
759	;	4298431423	;	4295903091
760	;	4298431423	;	4295906830
761	;	4298431423	;	4295884955
762	;	4298431423	;	4295895031
763	;	4298431423	;	4295869217
764	;	4298431423	;	4296992493
765	;	4298431423	;	5047872421
766	;	4298431423	;	5043321284
767	;	4298431423	;	5039192850
768	;	4298431423	;	5000821305
769	;	4295896208	;	4295903693
770	;	4295896208	;	4295875577
771	;	4295896208	;	4295900973
772	;	4295896208	;	5000007840
773	;	4295866751	;	4295864961
774	;	5043416261	;	4295875766
775	;	4295894725	;	5000021294
776	;	4295894725	;	4295912846
777	;	4295894725	;	4296585807
778	;	4295894725	;	4297008957
779	;	4295894725	;	4295898951
780	;	4295894725	;	4295894468
781	;	4295894725	;	4295885689
782	;	4295894725	;	5049106857
783	;	4295894725	;	4295894972
784	;	4295894725	;	5035755697
785	;	4295894725	;	5037247217
786	;	4295894725	;	4296126108
787	;	4295894725	;	4295912211
788	;	4295894725	;	4295859739
789	;	4295894725	;	5042247568
790	;	4295894725	;	5036780330
791	;	4295894725	;	4295899625
792	;	4297758825	;	4295867387
793	;	4297758825	;	4295890634
794	;	4295890576	;	4295887293
795	;	4295890576	;	5037277391
796	;	4295890576	;	4295884730
797	;	4295890576	;	4295914761
798	;	4295890576	;	5000934453
799	;	5039844145	;	4298008900
800	;	5039844145	;	5000193370
801	;	5039844145	;	5045391056
802	;	5036383104	;	4295903091
803	;	4295895403	;	4295899948
804	;	4295895403	;	4295903091
805	;	4295895403	;	4295904620
806	;	4295895403	;	4295885039
807	;	4295869236	;	4295869244
808	;	4295869236	;	4295869227
809	;	4295869236	;	4295881548
810	;	4295869236	;	4295867376
811	;	4295869236	;	4295867385
812	;	4295869236	;	4295869694
813	;	4295869236	;	4297089638
814	;	5046707555	;	4296835537
815	;	5046707555	;	4295906546
816	;	5046707555	;	4295878841
817	;	5046707555	;	4295926500
818	;	5046707555	;	5066606298
819	;	4295894667	;	4295904722
820	;	4295894667	;	4295867384
821	;	4295894667	;	4295903171
822	;	4295894667	;	4295890931
823	;	4295894667	;	4295903247
824	;	4295894667	;	4295894770
825	;	4295869694	;	4295877341
826	;	4295869694	;	4295905494
827	;	4295869694	;	4295912318
828	;	4295869694	;	4298156208
829	;	4295869694	;	4295869227
830	;	4295869694	;	4297933204
831	;	4295869694	;	4295869354
832	;	4295869694	;	4295868250
833	;	4295869694	;	4295903829
834	;	4295869694	;	4295903068
835	;	4295869694	;	5043319761
836	;	4295869694	;	4295887032
837	;	4295869694	;	4295905172
838	;	4295869694	;	4295890024
839	;	4295869694	;	4297507379
840	;	4295869694	;	5000694617
841	;	4295869694	;	4295866610
842	;	4295869694	;	4298546138
843	;	4295869694	;	4295903126
844	;	4295869694	;	5000064208
845	;	4295869694	;	5037473967
846	;	4295869694	;	4295864122
847	;	4295869694	;	4298365629
848	;	4295869694	;	4295906830
849	;	4295869694	;	5000057425
850	;	4295867387	;	5000124281
851	;	4295867387	;	5001228646
852	;	4295867387	;	4295889602
853	;	4295867367	;	4296066923
854	;	4295867367	;	4295904450
855	;	4295867367	;	5050906954
856	;	4295867367	;	5000460155
857	;	4295867367	;	5044787448
858	;	4295867367	;	4295903076
859	;	4295867357	;	4295884955
860	;	4295867357	;	4295903076
861	;	4295867357	;	4296113914
862	;	4295867357	;	4295867565
863	;	4295867357	;	4295858523
864	;	4295867357	;	4295881908
865	;	4295867357	;	4297089638
866	;	4295867357	;	4297965480
867	;	4295867357	;	5000069094
868	;	4295867357	;	4295869227
869	;	4295867357	;	4295888033
870	;	4295867357	;	5040699189
871	;	4295867357	;	4297269548
872	;	4295867357	;	4298031136
873	;	4295867357	;	4296672075
