ID		from		to
3570	;	2475 TT	;	000536 CH
3571	;	2475 TT	;	8105 TT
3572	;	2486 TT	;	2301 TT
3573	;	2492 TT	;	ARW US
3574	;	2492 TT	;	MSFT US
3575	;	263810 KS	;	066570 KS
3576	;	2662 HK	;	600083 CH
3577	;	278990 KS	;	049120 KS
3578	;	300088 CH	;	BBD/B CN
3579	;	300088 CH	;	BKR US
3580	;	300088 CH	;	BRK/A US
3581	;	300088 CH	;	FLR US
3582	;	300088 CH	;	FTI US
3583	;	300088 CH	;	GD US
3584	;	300088 CH	;	HAL US
3585	;	300088 CH	;	MTX GR
3586	;	300088 CH	;	NOV US
3587	;	300088 CH	;	RS US
3588	;	300088 CH	;	SAF FP
3589	;	300088 CH	;	SIE GR
3590	;	300088 CH	;	SLB US
3591	;	300088 CH	;	SPR US
3592	;	300115 CH	;	000063 CH
3593	;	300115 CH	;	005930 KS
3594	;	300115 CH	;	066570 KS
3595	;	300115 CH	;	1211 HK
3596	;	300115 CH	;	1810 HK
3597	;	300115 CH	;	300104 CH
3598	;	300115 CH	;	300303 CH
3599	;	300115 CH	;	300322 CH
3600	;	300115 CH	;	992 HK
3601	;	300115 CH	;	AMZN US
3602	;	300115 CH	;	JBL US
3603	;	300256 CH	;	000063 CH
3604	;	300256 CH	;	005380 KS
3605	;	300256 CH	;	066570 KS
3606	;	300256 CH	;	1810 HK
3607	;	300256 CH	;	2369 HK
3608	;	300256 CH	;	2409 TT
3609	;	300256 CH	;	2498 TT
3610	;	300256 CH	;	6740 JP
3611	;	300256 CH	;	6758 JP
3612	;	300256 CH	;	7201 JP
3613	;	300256 CH	;	7211 JP
3614	;	300256 CH	;	992 HK
3615	;	300256 CH	;	AAPL US
3616	;	300256 CH	;	AMZN US
3617	;	300256 CH	;	BMW GR
3618	;	300256 CH	;	DAI GR
3619	;	300256 CH	;	GLW US
3620	;	300256 CH	;	GOOGL US
3621	;	300269 CH	;	002024 CH
3622	;	300269 CH	;	002612 CH
3623	;	300269 CH	;	700 HK
3624	;	300283 CH	;	601877 CH
3625	;	300283 CH	;	ETN US
3626	;	300283 CH	;	GE US
3627	;	300319 CH	;	000070 CH
3628	;	300319 CH	;	EMR US
3629	;	300433 CH	;	005930 KS
3630	;	300433 CH	;	011070 KS
3631	;	300433 CH	;	066570 KS
3632	;	300433 CH	;	097780 KS
3633	;	300433 CH	;	1810 HK
3634	;	300433 CH	;	191410 KS
3635	;	300433 CH	;	2317 TT
3636	;	300433 CH	;	300322 CH
3637	;	300433 CH	;	3149 TT
3638	;	300433 CH	;	5802 JP
3639	;	300433 CH	;	6752 JP
3640	;	300433 CH	;	7261 JP
3641	;	300433 CH	;	992 HK
3642	;	300433 CH	;	AAPL US
3643	;	300433 CH	;	AMZN US
3644	;	300433 CH	;	MSFT US
3645	;	300433 CH	;	TSLA US
3646	;	300456 CH	;	3690 HK
3647	;	300456 CH	;	600150 CH
3648	;	300456 CH	;	601989 CH
3649	;	300476 CH	;	002916 CH
3650	;	300502 CH	;	CINTAC CI
3651	;	300502 CH	;	FALAB CI
3652	;	300502 CH	;	INTASA CI
3653	;	300502 CH	;	SMU CI
3654	;	3008 TT	;	011070 KS
3655	;	3008 TT	;	2380 TT
3656	;	3008 TT	;	3171 TT
3657	;	3008 TT	;	3694 TT
3658	;	3008 TT	;	AAPL US
3659	;	300852 CH	;	000590 KS
3660	;	300852 CH	;	012160 KS
3661	;	300852 CH	;	058650 KS
3662	;	3019 TT	;	MSFT US
3663	;	3023 TT	;	002202 CH
3664	;	3023 TT	;	2382 TT
3665	;	3023 TT	;	6902 JP
3666	;	3023 TT	;	992 HK
3667	;	3023 TT	;	APTV US
3668	;	3023 TT	;	ASML NA
3669	;	3023 TT	;	CAH US
3670	;	3023 TT	;	ENPH US
3671	;	3023 TT	;	GE US
3672	;	3023 TT	;	HON US
3673	;	3023 TT	;	LEA US
3674	;	3023 TT	;	MDT US
3675	;	3023 TT	;	MG CN
3676	;	3023 TT	;	NIO US
3677	;	3023 TT	;	SGRE SM
3678	;	3023 TT	;	SIE GR
3679	;	3023 TT	;	SU FP
3680	;	3023 TT	;	TRMB US
3681	;	3023 TT	;	ZBRA US
3682	;	3037 TT	;	7537 JP
3683	;	3037 TT	;	MSFT US
3684	;	3042 TT	;	6259 TT
3685	;	3042 TT	;	ARW US
3686	;	3042 TT	;	MSFT US
3687	;	3044 TT	;	DELL US
3688	;	3044 TT	;	MSFT US
3689	;	3049 TT	;	000050 CH
3690	;	3049 TT	;	005930 KS
3691	;	3049 TT	;	3036 TT
3692	;	3149 TT	;	3481 TT
3693	;	3149 TT	;	JBL US
3694	;	3206 TT	;	ARW US
3695	;	3207 TT	;	009150 KS
3696	;	3207 TT	;	248070 KS
3697	;	3207 TT	;	6655 JP
3698	;	3211 TT	;	2382 TT
3699	;	3211 TT	;	2498 TT
3700	;	3211 TT	;	AAPL US
3701	;	3211 TT	;	DELL US
3702	;	3211 TT	;	HPQ US
3703	;	3211 TT	;	MSFT US
3704	;	3221 TT	;	6285 TT
3705	;	3221 TT	;	ARW US
3706	;	3290 TT	;	002475 CH
3707	;	3294 TT	;	2357 TT
3708	;	3294 TT	;	LOGN SW
3709	;	3311 TT	;	2703 JP
3710	;	3311 TT	;	SAF FP
3711	;	3313 TT	;	2357 TT
3712	;	3321 TT	;	6278 TT
3713	;	3357 TT	;	6146 TT
3714	;	3390 TT	;	2357 TT
3715	;	3406 TT	;	011070 KS
3716	;	3406 TT	;	AAPL US
3717	;	3432 TT	;	2357 TT
3718	;	3441 TT	;	6209 TT
3719	;	3481 TT	;	1611 TT
3720	;	3481 TT	;	2038 HK
3721	;	3481 TT	;	4153 TT
3722	;	3481 TT	;	601138 CH
3723	;	3481 TT	;	8049 TT
3724	;	3481 TT	;	ARW US
3725	;	3481 TT	;	DELL US
3726	;	3481 TT	;	HO FP
3727	;	3481 TT	;	VZIO US
3728	;	3492 TT	;	APH US
3729	;	3512 TT	;	2354 TT
3730	;	3522 TT	;	034220 KS
3731	;	3522 TT	;	2317 TT
3732	;	3522 TT	;	2352 TT
3733	;	3522 TT	;	2409 TT
3734	;	3522 TT	;	903 HK
3735	;	3526 TT	;	EMR US
3736	;	3533 TT	;	2357 TT
3737	;	3585 TT	;	3037 TT
3738	;	3593 TT	;	066570 KS
3739	;	3593 TT	;	2357 TT
3740	;	3607 TT	;	000100 CH
3741	;	3615 TT	;	8104 TT
3742	;	3630 TT	;	1478 HK
3743	;	3630 TT	;	2385 TT
3744	;	3642 TT	;	2357 TT
3745	;	3642 TT	;	2474 TT
3746	;	3673 TT	;	000990 KS
3747	;	3673 TT	;	003019 CH
3748	;	3673 TT	;	3416 TT
3749	;	3673 TT	;	4935 TT
3750	;	3673 TT	;	4938 TT
3751	;	3673 TT	;	6189 TT
3752	;	3673 TT	;	7915 JP
3753	;	3673 TT	;	8056 TT
3754	;	3673 TT	;	AAPL US
3755	;	3673 TT	;	ARW US
3756	;	3673 TT	;	DELL US
3757	;	3673 TT	;	HPQ US
3758	;	3673 TT	;	MSFT US
3759	;	3673 TT	;	SNX US
3760	;	3673 TT	;	TSLA US
3761	;	3694 TT	;	2357 TT
3762	;	3694 TT	;	2395 TT
3763	;	3694 TT	;	ARW US
3764	;	4062 JP	;	033530 KS
3765	;	4062 JP	;	2330 TT
3766	;	4062 JP	;	6469 JP
3767	;	4062 JP	;	6902 JP
3768	;	4062 JP	;	7203 JP
3769	;	4062 JP	;	7267 JP
3770	;	4062 JP	;	7269 JP
3771	;	4062 JP	;	AAPL US
3772	;	4062 JP	;	INTC US
3773	;	4062 JP	;	MSFT US
3774	;	4062 JP	;	NVDA US
3775	;	4062 JP	;	STLA US
3776	;	4062 JP	;	UG FP
3777	;	4237 JP	;	5201 JP
3778	;	4237 JP	;	8140 JP
3779	;	4240 JP	;	8012 JP
3780	;	4240 JP	;	8084 JP
3781	;	4908 TT	;	3025 TT
3782	;	4958 TT	;	2354 TT
3783	;	4958 TT	;	2454 TT
3784	;	4958 TT	;	3711 TT
3785	;	4958 TT	;	4938 TT
3786	;	4958 TT	;	6502 JP
3787	;	4958 TT	;	6758 JP
3788	;	4958 TT	;	7974 JP
3789	;	4958 TT	;	AAPL US
3790	;	4958 TT	;	AMKR US
3791	;	4958 TT	;	AMZN US
3792	;	4958 TT	;	CSCO US
3793	;	4958 TT	;	DELL US
3794	;	4958 TT	;	GOOGL US
3795	;	4958 TT	;	HPQ US
3796	;	4958 TT	;	MSFT US
3797	;	4960 TT	;	3481 TT
3798	;	4979 TT	;	300308 CH
3799	;	4980 JP	;	3156 JP
3800	;	4980 JP	;	6988 JP
3801	;	5208 JP	;	8053 JP
3802	;	5214 JP	;	034220 KS
3803	;	5214 JP	;	123010 KS
3804	;	5214 JP	;	200413 CH
3805	;	5214 JP	;	3374 TT
3806	;	5215 TT	;	2301 TT
3807	;	5215 TT	;	2385 TT
3808	;	5215 TT	;	2387 TT
3809	;	5215 TT	;	3231 TT
3810	;	5215 TT	;	4915 TT
3811	;	5215 TT	;	8163 TT
3812	;	5218 JP	;	7751 JP
3813	;	5229 TT	;	2357 TT
3814	;	5230 TT	;	ARW US
3815	;	5243 TT	;	6753 JP
3816	;	5243 TT	;	6758 JP
3817	;	5271 TT	;	2357 TT
3818	;	5271 TT	;	2377 TT
3819	;	5284 TT	;	DELTA TB
3820	;	5284 TT	;	GD US
3821	;	5284 TT	;	TRZ CN
3822	;	5328 TT	;	034220 KS
3823	;	5328 TT	;	2457 TT
3824	;	5328 TT	;	ARW US
3825	;	5381 TT	;	3115 TT
3826	;	5457 TT	;	ARW US
3827	;	5469 TT	;	005930 KS
3828	;	5469 TT	;	2321 TT
3829	;	5469 TT	;	2357 TT
3830	;	5469 TT	;	2376 TT
3831	;	5469 TT	;	2388 TT
3832	;	5469 TT	;	2397 TT
3833	;	5469 TT	;	2492 TT
3834	;	5469 TT	;	3380 TT
3835	;	5469 TT	;	3704 TT
3836	;	5469 TT	;	5388 TT
3837	;	5469 TT	;	600552 CH
3838	;	5469 TT	;	6166 TT
3839	;	5469 TT	;	6501 JP
3840	;	5469 TT	;	6758 JP
3841	;	5469 TT	;	6958 JP
3842	;	5469 TT	;	8059 TT
3843	;	5469 TT	;	8234 TT
3844	;	5469 TT	;	DELL US
3845	;	5469 TT	;	MSFT US
3846	;	5469 TT	;	QCOM US
3847	;	600183 CH	;	002916 CH
3848	;	600183 CH	;	5401 JP
3849	;	600183 CH	;	5480 TT
3850	;	600183 CH	;	600104 CH
3851	;	600183 CH	;	7201 JP
3852	;	600183 CH	;	7203 JP
3853	;	600183 CH	;	BHP AU
3854	;	600183 CH	;	BRK/A US
3855	;	600183 CH	;	CMI US
3856	;	600183 CH	;	FMG AU
3857	;	600183 CH	;	PCAR US
3858	;	600183 CH	;	SAF FP
3859	;	600183 CH	;	SIE GR
3860	;	600237 CH	;	000980 CH
3861	;	600330 CH	;	300548 CH
3862	;	600330 CH	;	ETN US
3863	;	600552 CH	;	002066 CH
3864	;	600552 CH	;	2357 TT
3865	;	603228 CH	;	300303 CH
3866	;	603228 CH	;	EMR US
3867	;	603267 CH	;	000629 CH
3868	;	603267 CH	;	000923 CH
3869	;	603267 CH	;	600058 CH
3870	;	603267 CH	;	7011 JP
3871	;	603267 CH	;	HSC US
3872	;	603328 CH	;	000063 CH
3873	;	603328 CH	;	2301 TT
3874	;	603328 CH	;	2317 TT
3875	;	603328 CH	;	3231 TT
3876	;	603328 CH	;	3704 TT
3877	;	603328 CH	;	600699 CH
3878	;	603328 CH	;	AAPL US
3879	;	603328 CH	;	APTV US
3880	;	603328 CH	;	ASTE US
3881	;	603328 CH	;	CON GR
3882	;	603328 CH	;	FLEX US
3883	;	603328 CH	;	FR FP
3884	;	603328 CH	;	JBL US
3885	;	603626 CH	;	JBL US
3886	;	603678 CH	;	ETN US
3887	;	603989 CH	;	000595 CH
3888	;	603989 CH	;	GE US
3889	;	6088 HK	;	1211 HK
3890	;	6088 HK	;	7269 JP
3891	;	6088 HK	;	CAT US
3892	;	6088 HK	;	CCC LN
3893	;	6088 HK	;	DE US
3894	;	6088 HK	;	ENI IM
3895	;	6088 HK	;	F US
3896	;	6088 HK	;	FP FP
3897	;	6088 HK	;	GM US
3898	;	6088 HK	;	LYB US
3899	;	6088 HK	;	MSFT US
3900	;	6088 HK	;	PIRC IM
3901	;	6088 HK	;	RNO FP
3902	;	6088 HK	;	SNX US
3903	;	6088 HK	;	WCC US
3904	;	6088 HK	;	X US
3905	;	6108 TT	;	8111 TT
3906	;	6121 TT	;	005930 KS
3907	;	6121 TT	;	066570 KS
3908	;	6121 TT	;	2317 TT
3909	;	6121 TT	;	2353 TT
3910	;	6121 TT	;	2357 TT
3911	;	6121 TT	;	2377 TT
3912	;	6121 TT	;	2382 TT
3913	;	6121 TT	;	4938 TT
3914	;	6121 TT	;	6701 JP
3915	;	6121 TT	;	6702 JP
3916	;	6121 TT	;	6758 JP
3917	;	6121 TT	;	7267 JP
3918	;	6121 TT	;	7272 JP
3919	;	6121 TT	;	992 HK
3920	;	6121 TT	;	AAPL US
3921	;	6121 TT	;	DELL US
3922	;	6121 TT	;	GOOGL US
3923	;	6121 TT	;	HPQ US
3924	;	6121 TT	;	MSFT US
3925	;	6121 TT	;	SIE GR
3926	;	6126 TT	;	2357 TT
3927	;	6127 TT	;	2327 TT
3928	;	6127 TT	;	2478 TT
3929	;	6153 TT	;	5469 TT
3930	;	6153 TT	;	6191 TT
3931	;	6173 TT	;	8071 TT
3932	;	6174 TT	;	ARW US
3933	;	6174 TT	;	PHLY NO
3934	;	6194 TT	;	2357 TT
3935	;	6210 TT	;	3025 TT
3936	;	6213 TT	;	002916 CH
3937	;	6213 TT	;	6210 TT
3938	;	6224 TT	;	LFUS US
3939	;	6226 TT	;	ARW US
3940	;	6230 TT	;	6594 JP
3941	;	6269 TT	;	2357 TT
3942	;	6269 TT	;	6278 TT
3943	;	6269 TT	;	AAPL US
3944	;	6274 TT	;	002916 CH
3945	;	6274 TT	;	2368 TT
3946	;	6274 TT	;	6141 TT
3947	;	6274 TT	;	6210 TT
3948	;	6407 TT	;	1478 HK
3949	;	6449 TT	;	2357 TT
3950	;	6449 TT	;	2376 TT
3951	;	6449 TT	;	2377 TT
3952	;	6456 TT	;	2354 TT
3953	;	6510 TT	;	001260 KS
3954	;	6510 TT	;	001470 KS
3955	;	6510 TT	;	028260 KS
3956	;	6510 TT	;	056730 KS
3957	;	6510 TT	;	100130 KS
3958	;	6510 TT	;	129260 KS
3959	;	6510 TT	;	KCO GR
3960	;	6618 JP	;	6902 JP
3961	;	6626 JP	;	8084 JP
3962	;	6640 JP	;	6902 JP
3963	;	6645 JP	;	005380 KS
3964	;	6645 JP	;	066570 KS
3965	;	6645 JP	;	3388 JP
3966	;	6645 JP	;	6501 JP
3967	;	6645 JP	;	7201 JP
3968	;	6645 JP	;	7267 JP
3969	;	6645 JP	;	8282 JP
3970	;	6645 JP	;	ARW US
3971	;	6645 JP	;	AVT US
3972	;	6645 JP	;	BJAUT IN
3973	;	6645 JP	;	BMW GR
3974	;	6645 JP	;	CAT US
3975	;	6645 JP	;	GM US
3976	;	6645 JP	;	MM IN
3977	;	6645 JP	;	MSIL IN
3978	;	6645 JP	;	PCAR US
3979	;	6645 JP	;	RNO FP
3980	;	6645 JP	;	UG FP
3981	;	6645 JP	;	WCC US
3982	;	6645 JP	;	WHR US
3983	;	6666 JP	;	005930 KS
3984	;	6666 JP	;	3042 TT
3985	;	6666 JP	;	3156 JP
3986	;	6666 JP	;	6981 JP
3987	;	6672 TT	;	5480 TT
3988	;	6672 TT	;	DELL US
3989	;	6672 TT	;	LDO IM
3990	;	6672 TT	;	LMT US
3991	;	6672 TT	;	RTX US
3992	;	6699 JP	;	6367 JP
3993	;	6699 JP	;	6624 JP
3994	;	6699 JP	;	7269 JP
3995	;	6699 JP	;	8084 JP
3996	;	6740 JP	;	002217 CH
3997	;	6740 JP	;	2371 TT
3998	;	6740 JP	;	2409 TT
3999	;	6740 JP	;	2459 TT
4000	;	6740 JP	;	2498 TT
4001	;	6740 JP	;	3088 TT
4002	;	6740 JP	;	3153 JP
4003	;	6740 JP	;	4153 TT
4004	;	6740 JP	;	4719 JP
4005	;	6740 JP	;	6501 JP
4006	;	6740 JP	;	6502 JP
4007	;	6740 JP	;	6758 JP
4008	;	6740 JP	;	7591 JP
4009	;	6740 JP	;	8105 TT
4010	;	6740 JP	;	8154 JP
4011	;	6740 JP	;	9995 JP
4012	;	6740 JP	;	AAPL US
4013	;	6740 JP	;	ARW US
4014	;	6740 JP	;	AVT US
4015	;	6762 JP	;	002456 CH
4016	;	6762 JP	;	005930 KS
4017	;	6762 JP	;	1810 HK
4018	;	6762 JP	;	6121 TT
4019	;	6762 JP	;	6361 JP
4020	;	6762 JP	;	6758 JP
4021	;	6762 JP	;	6954 JP
4022	;	6762 JP	;	7203 JP
4023	;	6762 JP	;	AAPL US
4024	;	6762 JP	;	AVT US
4025	;	6762 JP	;	BMW GR
4026	;	6762 JP	;	DAI GR
4027	;	6762 JP	;	F US
4028	;	6762 JP	;	FLEX US
4029	;	6762 JP	;	GM US
4030	;	6762 JP	;	NOKIA FH
4031	;	6762 JP	;	STX US
4032	;	6762 JP	;	VOW GR
4033	;	6762 JP	;	WDC US
4034	;	6763 JP	;	6995 JP
4035	;	6770 JP	;	011070 KS
4036	;	6770 JP	;	066570 KS
4037	;	6770 JP	;	4902 JP
4038	;	6770 JP	;	6502 JP
4039	;	6770 JP	;	6702 JP
4040	;	6770 JP	;	6753 JP
4041	;	6770 JP	;	6794 JP
4042	;	6770 JP	;	7267 JP
4043	;	6770 JP	;	7701 JP
4044	;	6770 JP	;	7751 JP
4045	;	6770 JP	;	AAPL US
4046	;	6770 JP	;	ARW US
4047	;	6770 JP	;	AVT US
4048	;	6770 JP	;	CEC GR
4049	;	6770 JP	;	GM US
4050	;	6770 JP	;	MSFT US
4051	;	6770 JP	;	STLA US
4052	;	6779 JP	;	8084 JP
4053	;	6785 JP	;	4543 JP
4054	;	6785 JP	;	5383 TT
4055	;	6785 JP	;	5802 JP
4056	;	6785 JP	;	5803 JP
4057	;	6804 JP	;	7974 JP
4058	;	6806 JP	;	000210 KS
4059	;	6806 JP	;	001880 KS
4060	;	6806 JP	;	005010 KS
4061	;	6806 JP	;	010620 KS
4062	;	6806 JP	;	012330 KS
4063	;	6806 JP	;	012630 KS
4064	;	6806 JP	;	016380 KS
4065	;	6806 JP	;	021320 KS
4066	;	6806 JP	;	042660 KS
4067	;	6806 JP	;	047040 KS
4068	;	6806 JP	;	064350 KS
4069	;	6806 JP	;	ARW US
4070	;	6807 JP	;	300184 CH
4071	;	6807 JP	;	6501 JP
4072	;	6807 JP	;	6622 JP
4073	;	6807 JP	;	6701 JP
4074	;	6807 JP	;	6707 JP
4075	;	6807 JP	;	6923 JP
4076	;	6807 JP	;	7238 JP
4077	;	6807 JP	;	7240 JP
4078	;	6807 JP	;	7276 JP
4079	;	6807 JP	;	7467 JP
4080	;	6807 JP	;	7762 JP
4081	;	6807 JP	;	8035 JP
4082	;	6807 JP	;	8053 JP
4083	;	6807 JP	;	8150 JP
4084	;	6807 JP	;	8159 JP
4085	;	6807 JP	;	9021 JP
4086	;	6807 JP	;	9022 JP
4087	;	6807 JP	;	AAPL US
4088	;	6807 JP	;	ARW US
4089	;	6817 JP	;	8084 JP
4090	;	6817 JP	;	ARW US
4091	;	6817 JP	;	AVT US
4092	;	6826 JP	;	6758 JP
4093	;	6826 JP	;	8084 JP
4094	;	6834 JP	;	6902 JP
4095	;	6881 JP	;	8058 JP
4096	;	688127 CH	;	2596 TT
4097	;	688127 CH	;	8031 JP
4098	;	688127 CH	;	TKA GR
4099	;	688138 CH	;	ABBN SW
4100	;	688138 CH	;	AIR FP
4101	;	688138 CH	;	BWA US
4102	;	688138 CH	;	CON GR
4103	;	688138 CH	;	DE US
4104	;	688138 CH	;	ETN US
4105	;	688138 CH	;	KBX GR
4106	;	688138 CH	;	MAN GR
4107	;	688138 CH	;	MG CN
4108	;	688138 CH	;	PH US
4109	;	688138 CH	;	RNO FP
4110	;	688138 CH	;	SHA GR
4111	;	688138 CH	;	UG FP
4112	;	6907 JP	;	6740 JP
4113	;	6907 JP	;	6753 JP
4114	;	6908 JP	;	8084 JP
4115	;	6919 JP	;	8137 JP
4116	;	6928 JP	;	5803 JP
4117	;	6929 JP	;	6889 JP
4118	;	6938 JP	;	4980 JP
4119	;	6938 JP	;	6902 JP
4120	;	6958 JP	;	6902 JP
4121	;	6958 JP	;	8015 JP
4122	;	6962 JP	;	8084 JP
4123	;	6964 JP	;	6644 JP
4124	;	6964 JP	;	6902 JP
4125	;	6965 JP	;	8084 JP
4126	;	6965 JP	;	BOLUC TI
4127	;	6969 JP	;	6902 JP
4128	;	6971 JP	;	2484 TT
4129	;	6971 JP	;	7420 JP
4130	;	6971 JP	;	ARW US
4131	;	6971 JP	;	AVT US
4132	;	6971 JP	;	AVX US
4133	;	6971 JP	;	B4B GR
4134	;	6971 JP	;	CNXN US
4135	;	6971 JP	;	CO FP
4136	;	6971 JP	;	KGF LN
4137	;	6971 JP	;	MSFT US
4138	;	6971 JP	;	PCAR US
4139	;	6971 JP	;	SNX US
4140	;	6976 JP	;	2331 TT
4141	;	6976 JP	;	3028 TT
4142	;	6976 JP	;	4908 TT
4143	;	6976 JP	;	603678 CH
4144	;	6976 JP	;	6125 TT
4145	;	6976 JP	;	6278 TT
4146	;	6976 JP	;	6758 JP
4147	;	6976 JP	;	6770 JP
4148	;	6976 JP	;	6779 JP
4149	;	6976 JP	;	6862 JP
4150	;	6976 JP	;	8043 TT
4151	;	6976 JP	;	992 HK
4152	;	6976 JP	;	AAPL US
4153	;	6976 JP	;	ARW US
4154	;	6976 JP	;	AVT US
4155	;	6976 JP	;	CLS CN
4156	;	6976 JP	;	MSFT US
4157	;	6976 JP	;	RESN US
4158	;	6977 JP	;	6622 JP
4159	;	698 HK	;	000063 CH
4160	;	698 HK	;	000333 CH
4161	;	698 HK	;	005930 KS
4162	;	698 HK	;	066570 KS
4163	;	698 HK	;	1211 HK
4164	;	698 HK	;	175 HK
4165	;	698 HK	;	1810 HK
4166	;	698 HK	;	2238 HK
4167	;	698 HK	;	2357 TT
4168	;	698 HK	;	6752 JP
4169	;	698 HK	;	6753 JP
4170	;	698 HK	;	7261 JP
4171	;	698 HK	;	992 HK
4172	;	698 HK	;	AAPL US
4173	;	698 HK	;	CSCO US
4174	;	698 HK	;	ELUXB SS
4175	;	698 HK	;	F US
4176	;	698 HK	;	GM US
4177	;	698 HK	;	MSI US
4178	;	6981 JP	;	000063 CH
4179	;	6981 JP	;	005930 KS
4180	;	6981 JP	;	034220 KS
4181	;	6981 JP	;	066570 KS
4182	;	6981 JP	;	2317 TT
4183	;	6981 JP	;	3036 TT
4184	;	6981 JP	;	3702 TT
4185	;	6981 JP	;	6701 JP
4186	;	6981 JP	;	6702 JP
4187	;	6981 JP	;	6752 JP
4188	;	6981 JP	;	6753 JP
4189	;	6981 JP	;	6758 JP
4190	;	6981 JP	;	6902 JP
4191	;	6981 JP	;	992 HK
4192	;	6981 JP	;	ARW US
4193	;	6981 JP	;	AVT US
4194	;	6981 JP	;	CLS CN
4195	;	6981 JP	;	FLEX US
4196	;	6981 JP	;	HPQ US
4197	;	6981 JP	;	MSFT US
4198	;	6989 JP	;	6753 JP
4199	;	6989 JP	;	6902 JP
4200	;	6994 JP	;	6503 JP
4201	;	6996 JP	;	8084 JP
4202	;	6996 JP	;	8141 JP
4203	;	6996 JP	;	ARW US
4204	;	6997 JP	;	ARW US
4205	;	6999 JP	;	WCC US
4206	;	732 HK	;	2357 TT
4207	;	7739 JP	;	8060 JP
4208	;	7746 JP	;	6724 JP
4209	;	7746 JP	;	PHIA NA
4210	;	7915 JP	;	002048 CH
4211	;	7915 JP	;	005930 KS
4212	;	7915 JP	;	066570 KS
4213	;	7915 JP	;	300433 CH
4214	;	7915 JP	;	3591 JP
4215	;	7915 JP	;	4911 JP
4216	;	7915 JP	;	4922 JP
4217	;	7915 JP	;	6752 JP
4218	;	7915 JP	;	6963 JP
4219	;	7915 JP	;	7203 JP
4220	;	7915 JP	;	7701 JP
4221	;	7915 JP	;	7974 JP
4222	;	7915 JP	;	7976 JP
4223	;	7915 JP	;	AAPL US
4224	;	7915 JP	;	FLEX US
4225	;	7915 JP	;	GM US
4226	;	7915 JP	;	HPQ US
4227	;	8032 TT	;	3231 TT
4228	;	8032 TT	;	6442 TT
4229	;	8042 TT	;	2301 TT
4230	;	8042 TT	;	2385 TT
4231	;	8046 TT	;	012330 KS
4232	;	8046 TT	;	1326 TT
4233	;	8046 TT	;	1802 JP
4234	;	8046 TT	;	2002 TT
4235	;	8046 TT	;	5480 TT
4236	;	8046 TT	;	6301 JP
4237	;	8046 TT	;	6752 JP
4238	;	8046 TT	;	7013 JP
4239	;	8046 TT	;	7202 JP
4240	;	8046 TT	;	7261 JP
4241	;	8046 TT	;	7269 JP
4242	;	8046 TT	;	8131 TT
4243	;	8046 TT	;	9531 JP
4244	;	8046 TT	;	9991 JP
4245	;	8046 TT	;	CVX US
4246	;	8046 TT	;	DAI GR
4247	;	8069 TT	;	7537 JP
4248	;	8147 TT	;	TEL US
4249	;	8155 TT	;	2395 TT
4250	;	8179 TT	;	6168 TT
4251	;	8179 TT	;	6451 TT
4252	;	8213 TT	;	2382 TT
4253	;	8213 TT	;	2458 TT
4254	;	8213 TT	;	DELL US
4255	;	8215 TT	;	2409 TT
4256	;	8240 TT	;	600060 CH
4257	;	AIRG US	;	2347 TT
4258	;	AIRG US	;	2357 TT
4259	;	AIRG US	;	728 HK
4260	;	APH US	;	000063 CH
4261	;	APH US	;	066570 KS
4262	;	APH US	;	AAPL US
4263	;	APH US	;	ARW US
4264	;	APH US	;	AVT US
4265	;	APH US	;	BA/ LN
4266	;	APH US	;	BRK/A US
4267	;	APH US	;	DELL US
4268	;	APH US	;	F US
4269	;	APH US	;	GM US
4270	;	APH US	;	HON US
4271	;	APH US	;	HPQ US
4272	;	APH US	;	INTC US
4273	;	APH US	;	MSFT US
4274	;	APH US	;	NOC US
4275	;	APH US	;	QCOM US
4276	;	APH US	;	RTX US
4277	;	APH US	;	SNX US
4278	;	APH US	;	STLA US
4279	;	APH US	;	VOW GR
4280	;	ATS AV	;	066570 KS
4281	;	ATS AV	;	2357 TT
4282	;	ATS AV	;	AIR FP
4283	;	BDC US	;	7203 JP
4284	;	BDC US	;	AMZN US
4285	;	BDC US	;	ARW US
4286	;	BDC US	;	BBD/B CN
4287	;	BDC US	;	CHTR US
4288	;	BDC US	;	COST US
4289	;	BDC US	;	CVX US
4290	;	BDC US	;	F US
4291	;	BDC US	;	GM US
4292	;	BDC US	;	RDSA LN
4293	;	BDC US	;	RY CN
4294	;	BDC US	;	T US
4295	;	BDC US	;	UNH US
4296	;	BDC US	;	VOW GR
4297	;	BDC US	;	VZ US
4298	;	BDC US	;	WBA US
4299	;	BDC US	;	WCC US
4300	;	BDC US	;	WMT US
4301	;	BDC US	;	XOM US
4302	;	BELFA US	;	2317 TT
4303	;	BELFA US	;	3702 TT
4304	;	BELFA US	;	ARW US
4305	;	BELFA US	;	AVT US
4306	;	BELFA US	;	BRK/A US
4307	;	BELFA US	;	CARR US
4308	;	BELFA US	;	CSCO US
4309	;	BELFA US	;	DELL US
4310	;	BELFA US	;	FB US
4311	;	BELFA US	;	GD US
4312	;	BELFA US	;	HPE US
4313	;	BELFA US	;	LMT US
4314	;	BELFA US	;	NOKIA FH
4315	;	BELFA US	;	PHIA NA
4316	;	BELFA US	;	RTX US
4317	;	BELFA US	;	SIE GR
4318	;	BELFA US	;	STX US
