ID;	from;	to
1797;	TotalEnergies SE;	CPC Corp Taiwan
1798;	John Wood Group PLC;	TotalEnergies SE
1799;	National Iranian Oil Co;	TotalEnergies SE
1800;	Oil and Natural Gas Corporation Ltd;	TotalEnergies SE
1801;	TotalEnergies SE;	Pertamina (Persero) PT
1802;	Seadrill Partners LLC;	TotalEnergies SE
1803;	SURGUT KARMEL' RESTORANTS OOO;	TotalEnergies SE
1804;	Vallourec SA;	TotalEnergies SE
1805;	Abaco Systems Ltd;	TotalEnergies SE
1806;	Exxonmobil Qatargas (ii) Terminal Co Ltd;	TotalEnergies SE
1807;	Golar LNG Ltd;	TotalEnergies SE
1808;	PetroChina Co Ltd;	TotalEnergies SE
1809;	TotalEnergies SE;	Totalenergies Electricite Et Gaz France SA
1810;	Canadian Solar Inc;	TotalEnergies SE
1811;	TotalEnergies SE;	CNOOC Ltd
1812;	TotalEnergies SE;	Equinor ASA
1813;	Litasco SA;	TotalEnergies SE
1814;	Mangalore Refinery and Petrochemicals Ltd;	TotalEnergies SE
1815;	TotalEnergies SE;	Petroleos de Venezuela SA
1816;	TotalEnergies SE;	Platts
1817;	Saudi Arabian Oil Co;	TotalEnergies SE
1818;	Cameron Lng LLC;	TotalEnergies SE
1819;	TotalEnergies SE;	Clean Energy Fuels Corp
1820;	TotalEnergies SE;	Nigeria Lng Ltd
1821;	Sabine Pass Liquefaction LLC;	TotalEnergies SE
1822;	TotalEnergies SE;	Saudi Arabian Oil Co
1823;	TotalEnergies SE;	Chevron Corp
1824;	Engie SA;	TotalEnergies SE
1825;	TotalEnergies SE;	Indian Oil Corporation Ltd
1826;	TotalEnergies SE;	Kia Corp
1827;	Sonangol Sociedade Nacional de Combustiveis de Angola EP;	TotalEnergies SE
1828;	Sonatrach SPA;	TotalEnergies SE
1829;	Tullow Oil PLC;	TotalEnergies SE
1830;	Intuitive Surgical Inc;	Vinci SA
1831;	SAP SE;	Vinci SA
1832;	Avio SpA;	Vinci SA
1833;	Vinci SA;	ACS Actividades de Construccion y Servicios SA
1834;	Vinci SA;	Intuitive Surgical Inc
1835;	Altice France SA;	Vivendi SE
1836;	Vivendi SE;	Altice France SA
1837;	Activision Blizzard Inc;	Vivendi SE
1838;	Vivendi SE;	Ubisoft Entertainment SA
1839;	Bollore SE;	Vivendi SE
1840;	inmediaONE GmbH;	Vivendi SE
1841;	Volkswagen AG;	Audi AG
1842;	Faurecia SE;	Volkswagen AG
1843;	Volkswagen AG;	Ford Motor Co
1844;	GKN Ltd;	Volkswagen AG
1845;	LG Chem Ltd;	Volkswagen AG
1846;	Magna International Inc;	Volkswagen AG
1847;	Samsung SDI Co Ltd;	Volkswagen AG
1848;	SK Innovation Co Ltd;	Volkswagen AG
1849;	TomTom NV;	Volkswagen AG
1850;	Harman International Industries Inc;	Volkswagen AG
1851;	Microsoft Corp;	Volkswagen AG
1852;	Robert Bosch GmbH;	Volkswagen AG
1853;	Tesla Inc;	Volkswagen AG
1854;	ZF TRW Automotive Holdings Corp;	Volkswagen AG
1855;	Ford Motor Co;	Volkswagen AG
1856;	Hankook & Company Co Ltd;	Volkswagen AG
1857;	Ballard Power Systems Inc;	Volkswagen AG
1858;	Borgwarner Inc;	Volkswagen AG
1859;	Contemporary Amperex Technology Co Ltd;	Volkswagen AG
1860;	Huawei Technologies Co Ltd;	Volkswagen AG
1861;	LG Corp;	Volkswagen AG
1862;	Motherson Sumi Systems Ltd;	Volkswagen AG
1863;	Nexen Tire Corp;	Volkswagen AG
1864;	Infosys Ltd;	Volkswagen AG
1865;	Kuka AG;	Volkswagen AG
1866;	Dana Inc;	Volkswagen AG
1867;	Samsung Electronics Co Ltd;	Volkswagen AG
1868;	Aptiv PLC;	Volkswagen AG
1869;	Dogus Otomotiv Servis ve Ticaret AS;	Volkswagen AG
1870;	Sierra Wireless Inc;	Volkswagen AG
1871;	Visteon Corp;	Volkswagen AG
1872;	D'Ieteren Group NV;	Volkswagen AG
1873;	Continental AG;	Volkswagen AG
1874;	Volkswagen AG;	Daimler AG
1875;	Fuyao Glass Industry Group Co Ltd;	Volkswagen AG
1876;	Northvolt AB;	Volkswagen AG
1877;	Argo AI LLC;	Volkswagen AG
1878;	General Motors Co;	Volkswagen AG
1879;	Gentex Corp;	Volkswagen AG
1880;	Hankook Tire & Technology Co Ltd;	Volkswagen AG
1881;	Infineon Technologies AG;	Volkswagen AG
1882;	Volkswagen AG;	Skoda
1883;	TKJP Corp;	Volkswagen AG
1884;	Amazon Web Services Inc;	Volkswagen AG
1885;	American Axle & Manufacturing Holdings Inc;	Volkswagen AG
1886;	LG Electronics Inc;	Volkswagen AG
1887;	Linamar Corp;	Volkswagen AG
1888;	Royal Imtech NV;	Volkswagen AG
1889;	ZetaDisplay AB;	Volkswagen AG
1890;	Day Software Holding AG;	Volkswagen AG
1891;	Alfen NV;	Volkswagen AG
1892;	Aptiv PLC;	Volkswagen AG
1893;	C & A Textiles Ltd;	Volkswagen AG
1894;	EDAG Engineering Group AG;	Volkswagen AG
1895;	Gotion High tech Co Ltd;	Volkswagen AG
1896;	Hexagon Composites ASA;	Volkswagen AG
1897;	Incadea Ltd;	Volkswagen AG
1898;	Isuzu Motors Ltd;	Volkswagen AG
1899;	Navistar International Corp;	Volkswagen AG
1900;	Superior Industries Europe AG;	Volkswagen AG
1901;	Continental AG;	Volkswagen AG
1902;	Volkswagen AG;	Fisker Group Inc
1903;	Volkswagen AG;	Gaz Group LLC
1904;	Leoni AG;	Volkswagen AG
1905;	Linamar Light Metals SAS;	Volkswagen AG
1906;	Piksel Inc;	Volkswagen AG
1907;	Valeo SE;	Volkswagen AG
1908;	AD Plastik dd;	Volkswagen AG
1909;	Leanix GmbH;	Volkswagen AG
1910;	Stellantis NV;	Volkswagen AG
1911;	Gaz Group LLC;	Volkswagen AG
1912;	Tata AutoComp Systems Ltd;	Volkswagen AG
1913;	Volkswagen AG;	Stellantis NV
1914;	Suzuki Motor Corp;	Volkswagen AG
1915;	Compagnie Plastic Omnium SE;	Volkswagen AG
1916;	Continental Automotive GmbH;	Volkswagen AG
1917;	Greenlots;	Volkswagen AG
1918;	Littelfuse Inc;	Volkswagen AG
1919;	Volkswagen AG;	Navistar International Corp
1920;	Nexteer Automotive Group Ltd;	Volkswagen AG
1921;	Tupy SA;	Volkswagen AG
1922;	AB SKF;	Volkswagen AG
1923;	Cummins Inc;	Volkswagen AG
1924;	Elixxer Ltd;	Volkswagen AG
1925;	Halla Holdings Corp;	Volkswagen AG
1926;	Hyundai Mobis Co Ltd;	Volkswagen AG
1927;	Key Safety Systems Inc;	Volkswagen AG
1928;	Oppo;	Volkswagen AG
1929;	Parrot SA;	Volkswagen AG
1930;	Pasdec Automotive Technologies;	Volkswagen AG
1931;	SK Inc;	Volkswagen AG
1932;	Volkswagen AG;	Suzuki Motor Corp
1933;	Teklas Kaucuk Sanayi ve Ticaret AS;	Volkswagen AG
1934;	United States International Trade Commission;	Volkswagen AG
1935;	Volkswagen Group Rus OOO;	Volkswagen AG
1936;	Apple Inc;	Volkswagen AG
1937;	CEVA Logistics AG;	Volkswagen AG
1938;	China XD Plastics Company Ltd;	Volkswagen AG
1939;	FS Fehrer Automotive GmbH;	Volkswagen AG
1940;	Ganfeng Lithium Co Ltd;	Volkswagen AG
1941;	Volkswagen AG;	Ganfeng Lithium Co Ltd
1942;	Gri Renewable Industries SL;	Volkswagen AG
1943;	Kraussmaffei Group GmbH;	Volkswagen AG
1944;	Lear Corp;	Volkswagen AG
1945;	NVIDIA Corp;	Volkswagen AG
1946;	Omnicom Group Inc;	Volkswagen AG
1947;	Volkswagen AG;	Opel Automobile GmbH
1948;	Technical Publications Service SpA;	Volkswagen AG
1949;	Unipart Group of Companies Ltd;	Volkswagen AG
1950;	Unipart Logistics Ltd;	Volkswagen AG
1951;	UNIWHEELS Holding (Malta) Ltd;	Volkswagen AG
1952;	Verizon Communications Inc;	Volkswagen AG
1953;	Aeva Inc;	Volkswagen AG
1954;	HP Inc;	Volkswagen AG
1955;	Volkswagen AG;	Hyundai Motor Co
1956;	INRIX Inc;	Volkswagen AG
1957;	Mando Corp;	Volkswagen AG
1958;	Skoda Auto as;	Volkswagen AG
1959;	Tenneco Inc;	Volkswagen AG
1960;	Teradata Corp;	Volkswagen AG
1961;	Venyon Oy;	Volkswagen AG
1962;	Volkswagen AG;	Visteon Corp
1963;	Wolfspeed Inc;	Volkswagen AG
1964;	Bosch Corp;	Volkswagen AG
1965;	Volkswagen AG;	Chrysler Ltd
1966;	Volkswagen AG;	General Motors Co
1967;	Goodman Birtcher North America LLC;	Volkswagen AG
1968;	Royal Dutch Shell PLC;	Volkswagen AG
1969;	Volkswagen AG;	Samsung Electronics Co Ltd
1970;	Xiaomi Corp;	Volkswagen AG
1971;	Car Connectivity Consortium LLC;	Volkswagen AG
1972;	Volkswagen AG;	Porsche Automobil Holding SE
1973;	Tower International Inc;	Volkswagen AG
