ID;	from;	to
608;	Premier Technical Services Group Ltd;	BMW AG
609;	QNX Software Systems Ltd;	BMW AG
610;	RideCell Inc;	BMW AG
611;	Tenneco Inc;	BMW AG
612;	ThingWorx Inc;	BMW AG
613;	Valeo SE;	BMW AG
614;	BMW AG;	Vattenfall AB
615;	Vision 6 Pty Ltd;	BMW AG
616;	Alibaba Group Holding Ltd;	BMW AG
617;	ANSYS Inc;	BMW AG
618;	Borgwarner Inc;	BMW AG
619;	Eagle Ottawa LLC;	BMW AG
620;	Halla Holdings Corp;	BMW AG
621;	Hilite International Inc;	BMW AG
622;	BMW AG;	Maserati SpA
623;	NavInfo Co Ltd;	BMW AG
624;	Novelis Korea Ltd;	BMW AG
625;	BMW AG;	Opel Automobile GmbH
626;	Parrot SA;	BMW AG
627;	SupplyOn AG;	BMW AG
628;	Unity Technologies ApS;	BMW AG
629;	VOXX International Corp;	BMW AG
630;	WINDCHILL TECHNOLOGY CORP;	BMW AG
631;	BMW AG;	Workhorse Group Inc
632;	Yokohama Rubber Co Ltd;	BMW AG
633;	ZF TRW Automotive Holdings Corp;	BMW AG
634;	AT&T Inc;	BMW AG
635;	China XD Plastics Company Ltd;	BMW AG
636;	Ford Motor Co;	BMW AG
637;	Getac Technology Corp;	BMW AG
638;	BMW AG;	Kuka AG
639;	Royal Imtech NV;	BMW AG
640;	BMW AG;	Volvo AB
641;	Wirelesscar Sweden AB;	BMW AG
642;	wpd AG;	BMW AG
643;	Xtime LLC;	BMW AG
644;	Baidu Inc;	BMW AG
645;	Delta Electronics Inc;	BMW AG
646;	Nuance Communications Inc;	BMW AG
647;	Verne Global Ltd;	BMW AG
648;	BMW AG;	Visteon Corp
649;	Brilliance China Automotive Holdings Ltd;	BMW AG
650;	Deere & Co;	BMW AG
651;	Quintiq Holding BV;	BMW AG
652;	Stellantis NV;	BMW AG
653;	ZKW Group GmbH;	BMW AG
654;	Refinitiv US Holdings Inc;	BNP Paribas SA
655;	International Business Machines Corp;	BNP Paribas SA
656;	Ingenico Group SA;	BNP Paribas SA
657;	IBM Luxembourg SARL;	BNP Paribas SA
658;	ExpertAi SpA;	BNP Paribas SA
659;	Tata Consultancy Services Ltd;	BNP Paribas SA
660;	Illumio Inc;	BNP Paribas SA
661;	Infotel SA;	BNP Paribas SA
662;	Sopra Steria Group SA;	BNP Paribas SA
663;	Commercial Vehicle Group Inc;	Daimler AG
664;	Daimler AG;	Nissan Motor Co Ltd
665;	SK Innovation Co Ltd;	Daimler AG
666;	Tesla Inc;	Daimler AG
667;	WABCO Holdings Inc;	Daimler AG
668;	Meritor Inc;	Daimler AG
669;	Contemporary Amperex Technology Co Ltd;	Daimler AG
670;	Renault SA;	Daimler AG
671;	TomTom NV;	Daimler AG
672;	Martinrea International Inc;	Daimler AG
673;	Daimler AG;	Amazon.com Inc
674;	Dana Inc;	Daimler AG
675;	Harman International Industries Inc;	Daimler AG
676;	Daimler AG;	United Parcel Service Inc
677;	Akka Technologies SE;	Daimler AG
678;	Visteon Corp;	Daimler AG
679;	Daimler AG;	Aston Martin Lagonda Ltd
680;	Ballard Power Systems Inc;	Daimler AG
681;	Cummins Inc;	Daimler AG
682;	NVIDIA Corp;	Daimler AG
683;	Daimler AG;	Bayerische Motoren Werke AG
684;	Constellium SE;	Daimler AG
685;	Cooper-Standard Holdings Inc;	Daimler AG
686;	Kuka AG;	Daimler AG
687;	Toyota Motor Corp;	Daimler AG
688;	Daimler AG;	Daimler Truck AG
689;	IQGeo Group PLC;	Daimler AG
690;	Lear Corp;	Daimler AG
691;	A123 Systems Inc;	Daimler AG
692;	Magna International Inc;	Daimler AG
693;	Hexagon Composites ASA;	Daimler AG
694;	Stellantis NV;	Daimler AG
695;	Veoneer Inc;	Daimler AG
696;	Volkswagen AG;	Daimler AG
697;	Daimler AG;	Audi AG
698;	Daimler AG;	Bollore SE
699;	Daimler AG;	Cummins Inc
700;	LG Chem Ltd;	Daimler AG
701;	Daimler AG;	Ford Motor Co
702;	Microsoft Corp;	Daimler AG
703;	Parkopedia Ltd;	Daimler AG
704;	Daimler AG;	Stellantis NV
705;	Day Software Holding AG;	Daimler AG
706;	Daimler AG;	Kamaz PAO
707;	Daimler AG;	Penske Automotive Group Inc
708;	Daimler Mobility Services GmbH;	Daimler AG
709;	Gentex Corp;	Daimler AG
710;	Hankook & Company Co Ltd;	Daimler AG
711;	Icertis Inc;	Daimler AG
712;	Motherson Sumi Systems Ltd;	Daimler AG
713;	Nuance Communications Inc;	Daimler AG
714;	Valmet Automotive Oy;	Daimler AG
715;	Xilinx Inc;	Daimler AG
716;	Borgwarner Inc;	Daimler AG
717;	TKJP Corp;	Daimler AG
718;	EVE Energy Co Ltd;	Daimler AG
719;	LG Electronics Inc;	Daimler AG
720;	ThoughtSpot Inc;	Daimler AG
721;	Daimler AG;	Chrysler Ltd
722;	Bayerische Motoren Werke AG;	Daimler AG
723;	Robert Bosch GmbH;	Daimler AG
724;	Autoliv Inc;	Daimler AG
725;	Daimler AG;	Ballard Power Systems Inc
726;	BNN Technology PLC;	Daimler AG
727;	Howmet Aerospace Inc;	Daimler AG
728;	Johnson Controls Inc;	Daimler AG
729;	Porsche Automobil Holding SE;	Daimler AG
730;	C & A Textiles Ltd;	Daimler AG
731;	CENIT AG;	Daimler AG
732;	Penske Automotive Group Inc;	Daimler AG
733;	Daimler AG;	Publicis Groupe SA
734;	Salesforce.Com Inc;	Daimler AG
735;	Sanden Holdings Corp;	Daimler AG
736;	Teklas Kaucuk Sanayi ve Ticaret AS;	Daimler AG
737;	Daimler AG;	Volvo AB
738;	Waymo LLC;	Daimler AG
739;	Aleris Corp;	Daimler AG
740;	Allison Transmission Holdings Inc;	Daimler AG
741;	Barkawi Management Consultants GmbH & Co KG;	Daimler AG
742;	Continental AG;	Daimler AG
743;	Faurecia SE;	Daimler AG
744;	Daimler AG;	General Motors Co
745;	Daimler AG;	Goodyear Tire & Rubber Co
746;	Linamar Light Metals SAS;	Daimler AG
747;	Daimler AG;	Rolls Royce Power Systems AG
748;	Royal Imtech NV;	Daimler AG
749;	Daimler AG;	Uber Technologies Inc
750;	Volvo AB;	Daimler AG
751;	Daimler AG;	XCMG Construction Machinery Co Ltd
752;	Alphabet Inc;	Daimler AG
753;	Daimler AG;	Daimler Trucks North America LLC
754;	Deutsche Accumotive GmbH & Co KG;	Daimler AG
755;	Garmin Ltd;	Daimler AG
756;	Nokia Oyj;	Daimler AG
757;	Sccrsg Corp;	Daimler AG
758;	Deere & Co;	Daimler AG
759;	FCA US LLC;	Daimler AG
760;	Ford Motor Co;	Daimler AG
761;	Infosys Ltd;	Daimler AG
762;	Daimler AG;	Intel Corp
763;	MCI Communications Corp;	Daimler AG
764;	Daimler AG;	Mercedes-Benz Bank AG
765;	Cognigy GmbH;	Daimler AG
766;	Mobility House AG;	Daimler AG
767;	Software AG;	Daimler AG
768;	Zoom Corp;	Daimler AG
769;	Aleris International Inc;	Daimler AG
770;	Northstar Commercial Partners;	Daimler AG
771;	Danone SA;	Danone US Inc
772;	Fonterra Co-Operative Group Ltd;	Danone SA
773;	Danone US Inc;	Danone SA
774;	Clover Industries Ltd;	Danone SA
775;	Martek Biosciences Corp;	Danone SA
776;	Fallon Worldwide;	Danone SA
777;	Danone SA;	Loop Industries Inc
778;	Renault SA;	Danone SA
779;	Chr Hansen Holding A/S;	Danone SA
780;	ID Logistics SAS;	Danone SA
781;	Invibes Advertising NV;	Danone SA
782;	Linkfluence SAS;	Danone SA
783;	Ultrack Systems Inc;	Danone SA
784;	Yashili International Holdings Ltd;	Danone SA
785;	Publicis Groupe SA;	Danone SA
786;	sorbion & GmbH Co KG;	Danone SA
787;	Transparency Software Inc;	Danone SA
788;	XMReality AB (publ);	Danone SA
789;	Young and Rubicam Inc;	Danone SA
790;	Amcor PLC;	Danone SA
791;	Eurofins Scientific SE;	Danone SA
792;	Danone SA;	Iberdrola SA
793;	Loop Industries Inc;	Danone SA
794;	Publicis Communications Schweiz AG;	Danone SA
795;	EDF Renewables Distributed Solutions Inc;	Danone SA
796;	David5 LLC;	Danone SA
797;	Waste Management Inc;	Danone SA
798;	Unitar;	Danone SA
799;	Marlin & Associates New York LLC;	Deutsche Boerse AG
800;	Juniper Networks Inc;	Deutsche Boerse AG
801;	SAP SE;	Deutsche Boerse AG
802;	Air Transport Services Group Inc;	Deutsche Post AG
803;	Deutsche Post AG;	Amazon.com Inc
804;	Deutsche Post AG;	Air Transport Services Group Inc
805;	Deutsche Post AG;	Anheuser Busch Inbev SA
806;	Deutsche Post AG;	Atlas Air Worldwide Holdings Inc
807;	Deutsche Post AG;	innogy SE
808;	3t Systems;	Deutsche Post AG
809;	Deutsche Post AG;	Arcimoto Inc
810;	Vodafone Group PLC;	Deutsche Post AG
811;	NVIDIA Corp;	Deutsche Post AG
812;	StreetScooter GmbH;	Deutsche Post AG
813;	Cryoport Inc;	Deutsche Post AG
814;	APO Group;	Deutsche Post AG
815;	Staffbase GmbH;	Deutsche Post AG
816;	Deutsche Telekom AG;	Deutsche Post AG
817;	Blue Yonder Group Inc;	Deutsche Post AG
818;	Kreisstadt Bad Hersfeld;	Deutsche Post AG
819;	S.F. Holding Co Ltd;	Deutsche Post AG
820;	Deutsche Post AG;	S.F. Holding Co Ltd
821;	Vuzix Corp;	Deutsche Post AG
822;	Deutsche Post AG;	Airbus SE
823;	Huawei Technologies Co Ltd;	Deutsche Telekom AG
824;	Nokia Oyj;	Deutsche Telekom AG
825;	iPass Inc;	Deutsche Telekom AG
826;	Telefonaktiebolaget LM Ericsson;	Deutsche Telekom AG
827;	Deutsche Telekom AG;	Magyar Telekom Tavkozlesi Nyrt
828;	Vodafone Group PLC;	Deutsche Telekom AG
829;	ADTRAN Inc;	Deutsche Telekom AG
830;	Dsp Group Inc;	Deutsche Telekom AG
831;	Deutsche Telekom AG;	Microsoft Corp
832;	Zenterio AB (publ);	Deutsche Telekom AG
833;	AppDirect Inc;	Deutsche Telekom AG
834;	T-Mobile US Inc;	Deutsche Telekom AG
835;	Deutsche Telekom AG;	T-System Inc
836;	Deutsche Telekom AG;	Orange SA
837;	Deutsche Telekom AG;	AT&T Inc
838;	IQGeo Group PLC;	Deutsche Telekom AG
839;	T-Mobile USA Inc;	Deutsche Telekom AG
840;	Deutsche Telekom AG;	T-Mobile USA Inc
841;	Cisco Systems Inc;	Deutsche Telekom AG
842;	Deutsche Telekom AG;	Vodafone Group PLC
843;	T-System Inc;	Deutsche Telekom AG
844;	Deutsche Telekom AG;	Telefonica Deutschland Holding AG
845;	Samsung Electronics Co Ltd;	Deutsche Telekom AG
846;	Infinera Corp;	Deutsche Telekom AG
847;	Caverion Oyj;	Deutsche Telekom AG
848;	EE Ltd;	Deutsche Telekom AG
849;	MariaDB Corporation Ab;	Deutsche Telekom AG
850;	Netcracker Technology Corp;	Deutsche Telekom AG
851;	Nuance Communications Inc;	Deutsche Telekom AG
852;	Deutsche Telekom AG;	Vodafone West GmbH
853;	Voxbone SA;	Deutsche Telekom AG
854;	Clicksoftware Technologies Ltd;	Deutsche Telekom AG
855;	Ericsson AS;	Deutsche Telekom AG
856;	Intec Telecom Systems Ltd;	Deutsche Telekom AG
857;	Moengage India Pvt Ltd;	Deutsche Telekom AG
858;	Neonode Inc;	Deutsche Telekom AG
859;	Qualys Inc;	Deutsche Telekom AG
860;	Deutsche Telekom AG;	Google LLC
861;	Intershop Communications AG;	Deutsche Telekom AG
862;	Mavenir Systems Inc;	Deutsche Telekom AG
863;	Deutsche Telekom AG;	Osram Licht AG
864;	Deutsche Telekom AG;	Digi International Inc
865;	Alcatel Lucent SA;	Deutsche Telekom AG
866;	Iss A/S;	Deutsche Telekom AG
867;	Leoni AG;	Deutsche Telekom AG
868;	MobiledgeX Inc;	Deutsche Telekom AG
869;	Ribbon Communications Inc;	Deutsche Telekom AG
870;	Aspiro AB;	Deutsche Telekom AG
871;	BroadSoft Inc;	Deutsche Telekom AG
872;	Deutsche Telekom AG;	Deutsche Post AG
873;	Exozet Berlin GmbH;	Deutsche Telekom AG
874;	Liberty Global PLC;	Deutsche Telekom AG
875;	Sterlite Technologies Ltd;	Deutsche Telekom AG
876;	Deutsche Telekom AG;	T Systems International GmbH
877;	United Internet AG;	Deutsche Telekom AG
878;	Deutsche Telekom AG;	Abu Dhabi Media Company PJSC
879;	Artefact SA;	Deutsche Telekom AG
880;	Deutsche Telekom AG;	Comcast Corp
881;	Energous Corp;	Deutsche Telekom AG
882;	International Business Machines Corp;	Deutsche Telekom AG
883;	Magyar Telekom Tavkozlesi Nyrt;	Deutsche Telekom AG
884;	Neo Technology Inc;	Deutsche Telekom AG
885;	Nokia Networks US Son LLC;	Deutsche Telekom AG
886;	TalkPool AG;	Deutsche Telekom AG
887;	Deutsche Telekom AG;	Tele2 AB
888;	UPC Telekabel Wien GmbH;	Deutsche Telekom AG
889;	AT&T Inc;	Deutsche Telekom AG
890;	Deutsche Telekom AG;	BP PLC
891;	Google LLC;	Deutsche Telekom AG
892;	Inmarsat Group Holdings Ltd;	Deutsche Telekom AG
893;	SAP SE;	Deutsche Telekom AG
894;	SerVision PLC;	Deutsche Telekom AG
895;	Software AG;	Deutsche Telekom AG
896;	Deutsche Telekom AG;	Telia Company AB
897;	Altair Semiconductor Ltd;	Deutsche Telekom AG
898;	EQT Corp;	Deutsche Telekom AG
899;	Deutsche Telekom AG;	Netflix Inc
900;	Deutsche Telekom AG;	Total Access Communication PCL
901;	Deutsche Telekom AG;	Zenterio AB (publ)
902;	Deutsche Telekom AG;	Allianz SE
903;	Naspers Ltd;	Deutsche Telekom AG
904;	Echelon Corp;	Enel SpA
905;	Enel Green Power SpA;	Enel SpA
906;	Enel Americas SA;	Enel SpA
907;	Enel Generacion Chile SA;	Enel SpA
908;	Enel SpA;	Enel Americas SA
909;	STMicroelectronics NV;	Enel SpA
910;	LDK Solar Co Ltd;	Enel SpA
911;	NK Rosneft' PAO;	Enel SpA
912;	Vestas Wind Systems A/S;	Enel SpA
913;	Enel SpA;	Vestas Wind Systems A/S
914;	Largo Resources Ltd;	Enel SpA
915;	Aenza SAA;	Enel SpA
916;	Enel SpA;	Anglo American PLC
917;	Cheniere Energy Inc;	Enel SpA
918;	Enel SpA;	Kellogg Co
919;	Ansaldo Energia SpA;	Enel SpA
920;	Enel SpA;	Echelon Corp
921;	Ormat Technologies Inc;	Enel SpA
922;	Indra Sistemas SA;	Enel SpA
923;	Enel SpA;	Intesa Sanpaolo SpA
924;	Enel SpA;	Johnson & Johnson
925;	Nissan Motor Co Ltd;	Enel SpA
926;	Areva SA;	Enel SpA
927;	Enel SpA;	AES Andes SA
928;	Enel SpA;	Colbun SA
929;	Enel SpA;	Petroleo Brasileiro SA Petrobras
930;	Electricite de France SA;	Enel SpA
931;	Origin Energy Ltd;	Engie SA
932;	Amec Foster Wheeler Ltd;	Engie SA
933;	Areva SA;	Engie SA
934;	Totalenergies Electricite Et Gaz France SA;	Engie SA
935;	Plexus Holdings PLC;	Engie SA
936;	Engie SA;	Cameron Lng LLC
937;	IOT Group Ltd;	Engie SA
938;	Engie SA;	FCA US LLC
939;	Engie SA;	Gazprom PAO
940;	Engie SA;	Southern Copper Corp
941;	Engie SA;	Liquefied Natural Gas Ltd
942;	Engie SA;	Yamal SPG OAO
943;	Vlocity Inc;	Engie SA
944;	Equinor ASA;	Engie SA
945;	Engie SA;	Google LLC
946;	Orchestrade SARL;	Engie SA
947;	Engie SA;	Umicore SA
948;	Engie SA;	AES Corp
949;	Beijer Ref AB (publ);	Engie SA
950;	Engie SA;	Beijing Gas Group Co Ltd
951;	Emerson Electric Co;	Engie SA
952;	Engie SA;	Enea AB
953;	Lubelski Wegiel Bogdanka SA;	Engie SA
954;	Naturgy Energy Group SA;	Engie SA
955;	Royal Dutch Shell PLC;	Engie SA
956;	Salesforce.Com Inc;	Engie SA
957;	Engie SA;	Sempra Energy
958;	Shell Energy Europe Ltd;	Engie SA
959;	Vestas Wind Systems A/S;	Engie SA
960;	Engie SA;	Anglo American PLC
961;	Engie SA;	Areva SA
962;	Engie SA;	Equinor ASA
963;	Engie SA;	GAIL (India) Ltd
964;	Luminus NV;	Engie SA
965;	Engie SA;	National Central Cooling Co PJSC
966;	Nordex SE;	Engie SA
967;	Engie SA;	Scania AB
968;	Altran Technologies SAS;	Engie SA
969;	Engie SA;	Amazon.com Inc
970;	Engie SA;	Electricite de France SA
971;	Engie SA;	NIC Inc
972;	Renox Projects;	Engie SA
973;	Siemens Gamesa Renewable Energy SA;	Engie SA
974;	Engie SA;	Taiwan Cement Corp
975;	General Electric Co;	Engie SA
976;	Golar LNG Ltd;	Engie SA
977;	Korea Shipbuilding & Offshore Engineering Co Ltd;	Engie SA
978;	Engie SA;	Petronet LNG Ltd
979;	Alstom SA;	Engie SA
980;	Engie SA;	Gerdau SA
981;	Novatek PAO;	Engie SA
982;	Engie SA;	TotalEnergies SE
983;	Gazprom PAO;	Engie SA
984;	Saipem SpA;	Eni SpA
985;	Vitol SA;	Eni SpA
986;	Glencore PLC;	Eni SpA
987;	Eni SpA;	Saipem SpA
988;	NK Rosneft' PAO;	Eni SpA
989;	State Oil Company of the Azerbaijan Republic;	Eni SpA
990;	Equinor ASA;	Eni SpA
991;	Eni SpA;	Abu Dhabi National Oil Co
992;	BP PLC;	Eni SpA
993;	Eni SpA;	BP PLC
994;	Surgutneftegaz PAO;	Eni SpA
995;	Eni SpA;	Royal Dutch Shell PLC
996;	Eni SpA;	Unipec America Inc
997;	Sonatrach SPA;	Eni SpA
998;	Gunvor Group Ltd;	Eni SpA
999;	Ocean Power Technologies Inc;	Eni SpA
1000;	Eni SpA;	Equinor ASA
1001;	Eni SpA;	Exxon Mobil Corp
1002;	Gazprom PAO;	Eni SpA
1003;	Technip SA;	Eni SpA
1004;	Valaris PLC;	Eni SpA
1005;	Eni SpA;	CPC Corp Taiwan
1006;	Eni SpA;	Il Af 27032002 A/S
1007;	Litasco SA;	Eni SpA
1008;	Repsol SA;	Eni SpA
1009;	Eni SpA;	Crestwood Midstream Partners LP (Pre-Merger)
1010;	Petroleos de Venezuela SA;	Eni SpA
1011;	Plexus Holdings PLC;	Eni SpA
1012;	Eni SpA;	Quicksilver Resources Inc
1013;	TechnipFMC PLC;	Eni SpA
1014;	Eni SpA;	Phillips 66
1015;	Eni SpA;	Snam SpA
1016;	Abu Dhabi National Oil Co;	Eni SpA
1017;	Eni SpA;	Gazprom PAO
1018;	NK Lukoil PAO;	Eni SpA
1019;	Eni SpA;	Repsol SA
1020;	Eni SpA;	China International United Petroleum & Chemicals Co Ltd
1021;	Gasterra BV;	Eni SpA
1022;	Golar LNG Ltd;	Eni SpA
1023;	Halliburton Co;	Eni SpA
1024;	Eni SpA;	Harbour Energy PLC
1025;	Snam SpA;	Eni SpA
1026;	SURGUT KARMEL' RESTORANTS OOO;	Eni SpA
1027;	Aspen Technology Inc;	Eni SpA
1028;	Eni SpA;	Babcock International Group PLC
1029;	Eni SpA;	China Petroleum & Chemical Corp
1030;	Exxon Mobil Corp;	Eni SpA
1031;	GC Rieber Shipping ASA;	Eni SpA
1032;	IPG Photonics Corp;	Eni SpA
1033;	Modec Inc;	Eni SpA
1034;	Eni SpA;	Morgan Stanley
1035;	Eni SpA;	PDVSA Gas SA
1036;	Sapura Energy Bhd;	Eni SpA
1037;	Weatherford International PLC;	Eni SpA
1038;	Nigerian National Petroleum Corp;	Eni SpA
1039;	Telecom Italia SpA;	Eni SpA
1040;	Transocean Ltd;	Eni SpA
1041;	Bristow Norway AS;	Eni SpA
1042;	Medservregis PLC;	Eni SpA
1043;	Eni SpA;	Petroleos de Venezuela SA
1044;	Eni SpA;	Sonatrach SPA
1045;	Eni SpA;	Gaffney Cline & Associates (Consultants) Pte Ltd
1046;	Vantage Drilling International;	Eni SpA
1047;	Grandvision NV;	EssilorLuxottica SA
1048;	Luxottica Group SpA;	EssilorLuxottica SA
1049;	EssilorLuxottica SA;	Luxottica Group SpA
1050;	Netuitive Inc;	EssilorLuxottica SA
1051;	AstroNova Inc;	EssilorLuxottica SA
1052;	Toi LLC;	EssilorLuxottica SA
1053;	BBHC Inc;	EssilorLuxottica SA
1054;	PPG Industries Inc;	EssilorLuxottica SA
1055;	EssilorLuxottica SA;	Radiology Partners Inc
1056;	Siemens Gamesa Renewable Energy SA;	Iberdrola SA
1057;	Nel ASA;	Iberdrola SA
1058;	Iberdrola SA;	Avangrid Inc
1059;	Areva SA;	Iberdrola SA
1060;	Iberdrola SA;	Orsted A/S
1061;	MIX Telematics Ltd;	Iberdrola SA
1062;	Cheniere Energy Inc;	Iberdrola SA
1063;	Iberdrola SA;	Drax Group PLC
1064;	Amec Foster Wheeler Engineering AG;	Iberdrola SA
1065;	Iberdrola SA;	BP PLC
1066;	Iberdrola SA;	Compagnie d'entreprises CFE SA
1067;	Ingeteam Corporacion SA;	Iberdrola SA
1068;	Aibel AS;	Iberdrola SA
1069;	Corpus Christi Liquefaction LLC;	Iberdrola SA
1070;	Danone SA;	Iberdrola SA
1071;	Iberdrola SA;	Kutxabank SA
1072;	Vestas Wind Systems A/S;	Iberdrola SA
1073;	Ferrovial Construccion SA;	Iberdrola SA
1074;	Alstom SA;	Iberdrola SA
1075;	Infineon Technologies AG;	Huawei Technologies Co Ltd
1076;	Infineon Technologies AG;	Hyundai Motor Co
1077;	Infineon Technologies AG;	Tesla Inc
1078;	Infineon Technologies AG;	Microsoft Corp
1079;	Infineon Technologies AG;	Volkswagen AG
1080;	Infineon Technologies AG;	LG Corp
1081;	Amkor Technology Inc;	Infineon Technologies AG
1082;	M&W Group GmbH;	Infineon Technologies AG
1083;	Infineon Technologies AG;	Nokia Oyj
1084;	Infineon Technologies AG;	Avnet Inc
1085;	Wolfspeed Inc;	Infineon Technologies AG
1086;	Infineon Technologies AG;	Audi AG
1087;	Infineon Technologies AG;	Enphase Energy Inc
1088;	Infineon Technologies AG;	Samsung Electronics Co Ltd
1089;	CEVA Inc;	Infineon Technologies AG
1090;	Infineon Technologies AG;	Intel Corp
1091;	Taiwan Semiconductor Manufacturing Co Ltd;	Infineon Technologies AG
1092;	Infineon Technologies AG;	AAC Technologies Holdings Inc
1093;	SPTS Technologies Ltd;	Infineon Technologies AG
1094;	Marketwall Srl;	Intesa Sanpaolo SpA
1095;	Gemalto BV;	Intesa Sanpaolo SpA
1096;	Bolero International Ltd;	Intesa Sanpaolo SpA
1097;	Enel SpA;	Intesa Sanpaolo SpA
1098;	Kering SA;	Guccio Gucci SpA
1099;	Guccio Gucci SpA;	Kering SA
1100;	Yoox Net-A-Porter Group SpA;	Kering SA
1101;	Kering SA;	Compagnie Financiere Richemont SA
1102;	Safilo Group SpA;	Kering SA
1103;	Kering SA;	Mendes Sa(Ysl Couture)
1104;	Blue Yonder Group Inc;	Kering SA
1105;	Kering SA;	Stella Mccartney Ltd
1106;	Kering SA;	Fnac Darty SA
1107;	Salesforce.Com Inc;	Kone Oyj
1108;	Sdl Ltd;	Kone Oyj
1109;	International Business Machines Corp;	Kone Oyj
1110;	Kone Oyj;	Metro Inc
1111;	Kone Oyj;	Japan Resistor Mfg. Co Ltd
1112;	Etteplan Oyj;	Kone Oyj
1113;	Accounting Plaza Services BV;	Koninklijke Ahold Delhaize NV
1114;	Annie's Inc;	Koninklijke Ahold Delhaize NV
1115;	Blueconic Inc;	Koninklijke Ahold Delhaize NV
1116;	Genpact Ltd;	Koninklijke Ahold Delhaize NV
1117;	Greenyard NV;	Koninklijke Ahold Delhaize NV
1118;	Park City Group Inc;	Koninklijke Ahold Delhaize NV
1119;	Restaurant Technologies Inc;	Koninklijke Ahold Delhaize NV
1120;	Zycus Inc;	Koninklijke Ahold Delhaize NV
1121;	Procter & Gamble Co;	Koninklijke Ahold Delhaize NV
1122;	NCR Corp;	Koninklijke Ahold Delhaize NV
1123;	Delhaize America LLC;	Koninklijke Ahold Delhaize NV
1124;	Linde PLC;	Samsung Electronics Co Ltd
1125;	Linde PLC;	Shanghai Huayi Group Corp Ltd
1126;	Linde PLC;	Evonik Industries AG
1127;	Linde PLC;	GTA Semiconductor Co Ltd
1128;	Fieldbit;	Linde PLC
1129;	Demandware LLC;	L'Oreal SA
1130;	Croda International PLC;	L'Oreal SA
1131;	Fiorano Software Inc;	L'Oreal SA
1132;	Landsea Homes Corp;	L'Oreal SA
1133;	Ecovadis SAS;	L'Oreal SA
1134;	Biovia Corp;	L'Oreal SA
1135;	Celonis GmbH;	L'Oreal SA
1136;	E2open LLC;	L'Oreal SA
1137;	Salesforce.Com Inc;	L'Oreal SA
1138;	Sitecore Corporation A/S;	L'Oreal SA
1139;	Adparlor Inc;	L'Oreal SA
1140;	PFSweb Inc;	L'Oreal SA
1141;	Modiface Inc;	L'Oreal SA
1142;	Dataiku SAS;	L'Oreal SA
1143;	Ulta Beauty Inc;	L'Oreal SA
1144;	Onespot Inc;	L'Oreal SA
1145;	Silgan Holdings Inc;	L'Oreal SA
1146;	Applied Media Logic;	L'Oreal SA
1147;	Logility Inc;	L'Oreal SA
1148;	Media Partnership SA;	L'Oreal SA
1149;	Salsify Inc;	L'Oreal SA
1150;	CloudCraze Software LLC;	L'Oreal SA
1151;	Coveo Solutions Inc;	L'Oreal SA
1152;	International Business Machines Corp;	L'Oreal SA
1153;	Vivoom Inc;	L'Oreal SA
1154;	Withings SAS;	L'Oreal SA
1155;	Landec Corp;	L'Oreal SA
1156;	Maesa SAS;	L'Oreal SA
1157;	L'Oreal SA;	Procter & Gamble Co
1158;	Sprinklr Inc;	L'Oreal SA
1159;	Zettics Inc;	L'Oreal SA
1160;	L'Oreal SA;	LVMH Moet Hennessy Louis Vuitton SE
1161;	Valtech SE;	L'Oreal SA
1162;	L'Oreal SA;	Nexity SA
1163;	LVMH;	Christian Dior SE
1164;	Google LLC;	LVMH
1165;	David5 LLC;	LVMH
1166;	St Dupont SA;	LVMH
1167;	Pernod Ricard SA;	LVMH
1168;	Tiffany & Co;	LVMH
1169;	Algolia SAS;	LVMH
1170;	AT&T Inc;	LVMH
1171;	Marcolin SpA;	LVMH
1172;	Troika Media Group Inc;	LVMH
1173;	LVMH;	Hexaom SA
1174;	Okta Inc;	LVMH
1175;	Replika Software LLC;	LVMH
1176;	Swatch Group AG;	LVMH
1177;	Centric Software Engineering Holding BV;	LVMH
1178;	Entrupy Inc;	LVMH
1179;	SimpliField SAS;	LVMH
1180;	Heng Long International Ltd;	LVMH
1181;	L'Oreal SA;	LVMH
1182;	LVMH;	Sephora SA
1183;	HCL Technologies Ltd;	Muenchener
1184;	Cybercube Analytics Inc;	Muenchener
1185;	Informatica LLC;	Muenchener
1186;	Logility Inc;	Pernod Ricard SA
1187;	TBWA Worldwide Inc;	Pernod Ricard SA
1188;	Pernod Ricard SA;	LVMH Moet Hennessy Louis Vuitton SE
1189;	Ardagh Group SA;	Pernod Ricard SA
1190;	Demand Management Inc;	Pernod Ricard SA
1191;	IGS Capital Group Ltd;	Pernod Ricard SA
1192;	M&C Saatchi PLC;	Pernod Ricard SA
1193;	Pernod Ricard SA;	Brown-Forman Corp
1194;	Compania Pisquera de Chile SA;	Pernod Ricard SA
1195;	Microsoft Corp;	Pernod Ricard SA
1196;	Verallia France SA;	Pernod Ricard SA
1197;	Alibaba Cloud Computing Ltd;	Koninklijke Philips NV
1198;	Koninklijke Philips NV;	DMS Health Technologies Inc
1199;	Koninklijke Philips NV;	DMS Inc
1200;	DMS Health Technologies Inc;	Koninklijke Philips NV
1201;	Star Equity Holdings Inc;	Koninklijke Philips NV
1202;	Koninklijke Philips NV;	Signify NV
1203;	TPV Technology Ltd;	Koninklijke Philips NV
1204;	Wipro Ltd;	Koninklijke Philips NV
1205;	Koninklijke Philips NV;	US Department of Veterans Affairs
